ENSG_ID	GeneName	chrom	pLI	loeuf	zscore_mis	zscore_syn	Haploinsufficiency_Score	Haploinsufficiency_Description	Triplosensitivity_Score	Triplosensitivity_Description	FUSIL	DDD_HI_percentage	known_developmental_disorder_genes	RVIS	omim_class	DOMINO	pHI	SCoNeS	f_parameter	shet_det	shet_drift	GDI	ncRVIS	ncGERP
ENSG00000174844	DNAH12	chr3	0.0	1.12	0.62	0.64	NA	NA	NA	NA	NA	NA	0.0	0.695488	Background	0.20795385	NA	0.774	0.525134117	0.007986	0.006553	7404.50475	-0.214139316868964	-0.090696355
ENSG00000185842	DNAH14	chr1	0.0	1.52	1.02	1.35	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.09804433	NA	0.932	0.742269026	NA	NA	7454.49367	0.433359712977623	-0.789638618
ENSG00000187775	DNAH17	chr17	0.0	0.75	-3.13	-10.53	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.68569091	NA	0.708	0.372416456	NA	NA	8793.71322	NA	NA
ENSG00000183914	DNAH2	chr17	0.0	0.56	1.88	-0.29	NA	NA	NA	NA	NA	NA	0.0	-2.171008133	Background	0.45512118	0.187	0.836	0.545363492	NA	NA	6709.34711	0.332993563962069	0.202169927
ENSG00000158486	DNAH3	chr16	0.0	0.8	0.03	-2.13	NA	NA	NA	NA	NA	NA	0.0	2.161051169	Background	0.88989611	0.288	0.502	0.515921096	NA	NA	9793.07417	-0.246887924458104	-0.549251211
ENSG00000039139	DNAH5	chr5	0.0	0.69	-0.77	-1.16	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	SV	32.91	1.0	1.795056316	OMIM	0.19738794	0.198	0.728	0.699217942	NA	NA	17941.81819	-0.601635137573188	-0.411296098
ENSG00000115423	DNAH6	chr2	0.0	0.57	3.55	3.89	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.25849443	NA	0.754	0.410045667	NA	NA	2649.61757	-0.0814366367068671	-0.748072802
ENSG00000118997	DNAH7	chr2	0.0	0.84	-1.09	-0.64	NA	NA	NA	NA	NA	NA	0.0	2.374479803	Background	0.35278761	NA	0.836	0.668596803	NA	NA	6415.17778	0.33712763537499	-0.781570766
ENSG00000124721	DNAH8	chr6	0.0	0.68	1.21	0.44	NA	NA	NA	NA	NA	NA	0.0	0.83746065	Background	0.19746632	0.398	0.832	0.458821922	NA	NA	14314.45201	NA	NA
ENSG00000007174	DNAH9	chr17	0.0	0.72	-0.04	0.64	NA	NA	NA	NA	NA	NA	1.0	1.950987604	Background	0.35366449	0.307	0.702	0.59680679	NA	NA	11534.8129	-0.134759215960648	-0.386676628
ENSG00000122735	DNAI1	chr9	0.0	0.72	-0.29	-1.64	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	NA	NA	0.0	0.580345263	hOMIM AR	0.1385976	0.41	0.976	0.542409505	0.002445	0.003798	2255.22848	-0.492507464472342	0.873840899
ENSG00000171595	DNAI2	chr17	0.0	0.98	0.42	-0.37	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	NA	NA	0.0	0.68871741	OMIM	0.09453706	NA	0.98	0.452522665	0.002644	0.003816	4492.04811	-0.2754158168902	-0.935981153
ENSG00000162643	DNAI3	chr1	0.0	0.76	1.02	0.34	NA	NA	NA	NA	NA	NA	0.0	-1.046836516	Background	0.05920132	NA	0.98	0.497623353	0.009897	0.00747	1656.32192	0.442612122210341	-0.271816779
ENSG00000152763	DNAI4	chr1	0.0	0.93	-0.06	-0.47	NA	NA	NA	NA	NA	NA	0.0	0.067013989	Background	0.04873833	NA	0.95	0.621890906	0.004419	0.004031	253.58576	-0.824643234774889	0.333281565
ENSG00000118307	DNAI7	chr12	0.0	0.96	0.83	-0.03	NA	NA	NA	NA	NA	NA	0.0	-0.231537565	Background	0.05612704	NA	0.958	0.638262168	0.007168	0.005393	2959.57853	-0.299460268474822	-0.853687483
ENSG00000086061	DNAJA1	chr9	0.09	0.54	2.23	0.03	NA	NA	NA	NA	SV	13.56	0.0	-0.734366136	Background	0.98098823	0.543	0.562	0.248846919	0.009981	0.007564	6.16298	-0.130480581398729	1.781640537
ENSG00000069345	DNAJA2	chr16	1.0	0.21	2.48	0.03	NA	NA	NA	NA	SV	19.03	0.0	-0.577687602	Background	0.67491367	0.54	0.134	0.261397337	0.105542	0.088013	11.9428	-0.564772173909897	1.790377071
ENSG00000103423	DNAJA3	chr16	0.01	0.59	-0.39	-0.38	NA	NA	NA	NA	NA	NA	0.0	-0.169600891	Background	0.36353539	NA	0.956	0.501960918	0.113694	0.094824	78.73451	-0.240868314253764	-0.107830864
ENSG00000140403	DNAJA4	chr15	0.0	0.71	0.94	-0.32	NA	NA	NA	NA	VP	56.59	0.0	-0.281803514	Background	0.16096619	0.263	0.92	0.457479247	0.099184	0.079074	128.72728	0.400342398098456	0.037661675
ENSG00000132002	DNAJB1	chr19	0.04	0.85	0.13	-5.34	NA	NA	NA	NA	NA	NA	0.0	-0.93016753	Background	0.87536577	NA	0.36	0.328067421	0.002602	0.004427	26.58877	0.127633494077424	0.829834687
ENSG00000090520	DNAJB11	chr3	0.23	0.52	1.77	0.38	NA	NA	NA	NA	SV	21.76	0.0	-0.143046614	Background	0.75529182	NA	0.694	0.410734803	0.036258	0.026626	2096.197	-0.57296524065016	0.794781576
ENSG00000148719	DNAJB12	chr10	0.44	0.49	0.58	-0.18	NA	NA	NA	NA	SV	33.91	0.0	-0.223607608	Background	0.12740607	0.392	0.816	0.534417562	0.029719	0.022074	123.27828	-0.834565465035582	0.412263537
ENSG00000187726	DNAJB13	chr11	0.0	0.78	0.68	0.94	NA	NA	NA	NA	NA	NA	0.0	0.482130632	Background	0.05495551	0.229	0.966	0.527589371	0.043092	0.033747	2202.42808	0.130778077934346	-0.055624799
ENSG00000164031	DNAJB14	chr4	0.94	0.35	1.69	-0.26	NA	NA	NA	NA	NA	NA	0.0	-0.623317853	Background	0.52747849	NA	0.718	0.378874326	0.036935	0.030497	305.48604	-1.30277320553119	1.247806281
ENSG00000135924	DNAJB2	chr2	0.0	1.03	0.72	-0.05	NA	NA	NA	NA	VP	34.16	0.0	-0.002325772	Background	0.09628277	0.26	0.968	0.473045948	0.006528	0.005843	126.33722	-1.09534897551526	1.202027404
ENSG00000162616	DNAJB4	chr1	0.02	0.83	1.21	0.27	NA	NA	NA	NA	NA	NA	0.0	-0.453719597	Background	0.476702	0.652	0.904	0.400827953	0.222837	0.179548	11.79709	-0.733274794122755	2.010893279
ENSG00000137094	DNAJB5	chr9	0.21	0.59	3.15	1.32	NA	NA	NA	NA	NA	NA	0.0	-0.265497929	Background	0.66861387	0.74	0.646	0.354809539	0.052579	0.042528	48.2466	0.311728244284614	2.21312592
ENSG00000105993	DNAJB6	chr7	0.85	0.4	1.17	-1.16	0.0	No evidence available	0.0	No evidence available	NA	NA	0.0	-0.278419742	Essential	0.38010236	0.401	0.76	0.396966744	0.102182	0.080594	27.41429	-0.550040542947856	-1.194185649
ENSG00000172404	DNAJB7	chr22	0.0	1.87	-0.76	0.19	NA	NA	NA	NA	VP	77.82	0.0	0.593176048	Background	0.23216761	0.212	0.808	0.57866154	0.004701	0.006026	482.69457	0.355456848575415	0.117284152
ENSG00000179407	DNAJB8	chr3	0.1	1.3	-0.52	-0.29	NA	NA	NA	NA	NA	NA	0.0	0.161564802	Background	0.07176235	0.222	0.758	0.55272573	0.142444	0.08342	66.41036	0.759449812413454	-0.837276925
ENSG00000128590	DNAJB9	chr7	0.37	0.7	-0.46	-0.09	NA	NA	NA	NA	NA	NA	0.0	0.330002037	Background	0.08842707	0.162	0.816	0.490767433	0.195238	0.136549	221.86399	-1.05137084397286	0.884101779
ENSG00000136770	DNAJC1	chr10	0.0	0.82	0.51	1.13	NA	NA	NA	NA	NA	NA	0.0	-0.223607608	Background	0.09335799	0.208	0.942	0.439179077	0.005372	0.004647	54.54446	NA	0.409121689
ENSG00000077232	DNAJC10	chr2	0.0	0.63	-0.11	-0.58	NA	NA	NA	NA	NA	NA	0.0	-0.696215503	Background	0.2499848	0.569	0.784	0.511920479	0.017138	0.012215	5535.22519	-0.949122178313393	-0.05246798
ENSG00000007923	DNAJC11	chr1	1.0	0.24	1.85	-0.38	NA	NA	NA	NA	NA	NA	0.0	-0.524387721	Background	0.32051854	0.274	0.816	0.35319666	0.351945	0.311286	1499.67492	0.744750357367371	-0.478268863
ENSG00000108176	DNAJC12	chr10	0.0	1.34	0.06	0.08	NA	NA	NA	NA	NA	NA	1.0	-0.028973631	IEND	0.08382121	0.262	0.988	NA	0.004114	0.005037	151.04304	1.27879438595869	0.048865383
ENSG00000138246	DNAJC13	chr3	1.0	0.2	2.28	0.72	NA	NA	NA	NA	NA	NA	0.0	-2.470288886	Background	0.68224188	0.481	0.58	0.544832879	0.115011	0.11883	851.5822	-0.0697541415571443	2.205526132
ENSG00000135392	DNAJC14	chr12	1.0	0.09	1.57	0.84	NA	NA	NA	NA	VP	41.33	0.0	-0.479113595	Background	0.83821038	NA	0.166	0.400840855	0.342003	0.303315	63.50033	-0.653037347102433	1.642805943
ENSG00000120675	DNAJC15	chr13	0.0	1.89	-0.42	-1.42	NA	NA	NA	NA	VP	41.55	0.0	0.018170474	Background	0.05565129	0.129	0.842	0.61606878	0.002599	0.004668	822.54052	0.409426369077437	-0.465422515
ENSG00000116138	DNAJC16	chr1	0.0	0.78	0.37	0.3	NA	NA	NA	NA	SV	43.23	0.0	-0.682134889	Background	0.10537302	0.206	0.962	0.508251196	0.012394	0.009477	72.69635	-0.46186744409764	0.405655432
ENSG00000104129	DNAJC17	chr15	0.0	0.71	0.27	0.94	NA	NA	NA	NA	CL	42.2	0.0	0.100339625	Background	0.07629723	0.275	0.994	0.533343785	0.039639	0.029465	340.46908	NA	0.473640385
ENSG00000170464	DNAJC18	chr5	0.0	1.0	1.33	-0.36	NA	NA	NA	NA	SV	34.02	0.0	0.274123118	Background	0.09063243	0.308	0.96	0.510720437	0.016942	0.011071	35.75998	-2.0044526104797	0.526189302
ENSG00000205981	DNAJC19	chr3	0.0	1.31	0.88	0.15	NA	NA	NA	NA	NA	NA	0.0	0.102567	OMIM	0.0	NA	0.976	0.413796645	0.011411	0.008759	12.52066	-0.796482644390106	-0.294919228
ENSG00000105821	DNAJC2	chr7	0.99	0.29	1.52	0.56	NA	NA	NA	NA	NA	NA	0.0	-0.93587156	Background	0.39006175	NA	0.732	0.387220466	0.089092	0.083843	96.05754	-0.356423581758767	0.671296344
ENSG00000168724	DNAJC21	chr5	0.0	0.72	0.25	-0.06	1.0	Little evidence for dosage pathogenicity	0.0	No evidence available	SV	49.28	0.0	0.522502493	IEI	0.05424758	0.234	0.986	0.506850845	0.005827	0.0049	118.51193	-0.315028275856106	0.158256355
ENSG00000178401	DNAJC22	chr12	0.0	1.54	-0.14	0.26	NA	NA	NA	NA	NA	NA	0.0	0.007566664	Background	0.0960502	NA	0.968	0.56214809	0.006256	0.006441	157.20728	-0.188608417053292	-0.173686761
ENSG00000170946	DNAJC24	chr11	0.0	1.81	0.66	0.84	NA	NA	NA	NA	NA	NA	0.0	0.173685236	Background	0.05531532	NA	0.97	0.465574585	0.006115	0.00699	19.09788	-1.03812492236988	-0.260514569
ENSG00000059769	DNAJC25	chr9	0.0	1.07	0.93	-0.51	NA	NA	NA	NA	NA	NA	0.0	-0.271201597	Background	0.08669975	NA	0.918	0.300006904	0.083551	0.067677	770.17917	0.425425556617585	1.157725421
ENSG00000115137	DNAJC27	chr2	0.0	0.89	0.48	0.75	NA	NA	NA	NA	VP	34.15	0.0	0.025033248	Background	0.1394586	NA	0.914	0.4073285	0.011767	0.008511	37.28644	-1.29260579061553	-0.234039356
ENSG00000177692	DNAJC28	chr21	0.0	1.39	0.02	1.06	40.0	Dosage sensitivity unlikely	0.0	No evidence available	VP	63.77	0.0	0.221275037	Background	0.1335567	NA	0.692	0.484349179	0.002017	0.003918	1385.56304	-0.522842855627285	-1.008870994
ENSG00000102580	DNAJC3	chr13	0.02	0.52	1.71	0.84	NA	NA	NA	NA	NA	NA	0.0	-0.089394861	Background	0.48025992	0.271	0.934	NA	0.066863	0.060408	89.70123	-0.64626629944537	0.087685837
ENSG00000176410	DNAJC30	chr7	0.02	1.42	-1.08	-2.11	NA	NA	NA	NA	VP	80.16	0.0	0.121639275	Background	0.15626531	NA	0.862	0.612694113	0.049479	0.033902	1636.86057	0.303307808247485	-0.418482834
ENSG00000110011	DNAJC4	chr11	0.0	1.73	-0.13	0.21	NA	NA	NA	NA	NA	NA	0.0	0.319752673	Background	0.06979955	NA	0.922	0.509234987	0.016906	0.011925	36.66268	-0.430887749302091	-0.644577637
ENSG00000101152	DNAJC5	chr20	0.81	0.48	1.79	-1.12	NA	NA	NA	NA	NA	NA	0.0	-0.434741008	Background	0.67686415	0.277	0.244	0.265187263	0.166448	0.110491	3.7021	-0.234437340882614	-0.682138161
ENSG00000147570	DNAJC5B	chr8	0.0	1.58	0.27	0.06	NA	NA	NA	NA	VP	30.75	0.0	0.169139908	Background	0.101587	0.235	0.934	0.552769869	0.001089	0.003986	81.44212	-0.163565606837251	1.15679224
ENSG00000163793	DNAJC5G	chr2	0.0	1.55	0.06	-0.26	NA	NA	NA	NA	VP	81.71	0.0	0.466892629	Background	0.08760848	0.087	0.81	0.755954143	0.017651	0.012888	266.1821	-0.706717728882744	-0.345222947
ENSG00000116675	DNAJC6	chr1	1.0	0.22	1.6	0.63	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	NA	NA	0.0	-1.247645467	Essential	0.64703238	NA	0.49	0.288837764	0.099608	0.094588	161.88436	-0.584518274868458	1.397614136
ENSG00000168259	DNAJC7	chr17	0.99	0.29	2.51	-0.33	NA	NA	NA	NA	VP	13.43	0.0	-0.47385949	Background	0.84034447	0.539	0.284	0.297436271	0.319766	0.279887	24.74494	-0.584278719706527	2.358170013
ENSG00000126698	DNAJC8	chr1	0.05	0.59	1.56	0.53	NA	NA	NA	NA	CL	18.29	0.0	-0.189835754	Background	0.19251342	NA	0.862	0.405000716	0.029932	0.022034	1242.65868	-0.284401901527638	1.364386542
ENSG00000213551	DNAJC9	chr10	0.0	0.87	0.12	1.28	NA	NA	NA	NA	CL	24.28	0.0	0.015140789	Background	0.11586134	0.204	0.892	0.502325684	0.041633	0.029752	57.66511	-0.144861795780537	-0.315018426
ENSG00000119661	DNAL1	chr14	0.01	0.94	1.19	0.72	NA	NA	NA	NA	DL	20.13	0.0	-0.014181212	Background	0.09779479	0.441	0.976	0.414213851	0.021015	0.014711	24.54661	0.167442297238713	0.866307104
ENSG00000100246	DNAL4	chr22	0.0	1.7	0.45	0.84	NA	NA	NA	NA	SV	36.36	0.0	0.175200392	Background	0.30365344	NA	0.774	0.388153482	0.037127	0.025899	7.12898	-0.725365404244133	0.402044794
ENSG00000163879	DNALI1	chr1	0.0	1.51	0.02	-0.65	NA	NA	NA	NA	NA	NA	0.0	-0.273070615	Background	0.32122781	0.266	0.846	0.469217096	0.002401	0.004296	2071.89484	1.00569167929498	-0.695950277
ENSG00000213918	DNASE1	chr16	0.0	1.95	-2.55	-3.56	0.0	No evidence available	0.0	No evidence available	VP	65.82	0.0	1.682434388	Background	0.30656244	0.257	0.698	0.853079455	0.003395	0.004624	2650.94195	0.676275271726331	-0.75474002
ENSG00000013563	DNASE1L1	chrX	0.39	0.69	0.69	-1.46	NA	NA	NA	NA	NA	NA	0.0	0.199036112	Background on X	NA	NA	0.71	0.351566732	0.055008	0.037645	48.03027	0.62742834452836	-0.835039488
ENSG00000167968	DNASE1L2	chr16	0.0	1.4	-0.34	0.11	NA	NA	NA	NA	VP	74.93	0.0	1.044951274	Background	0.0661289	NA	0.872	0.401261972	NA	NA	43.79426	-1.13305602406792	-1.07479266
ENSG00000163687	DNASE1L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.402278078	IEI	0.07937878	0.246	0.98	0.525965561	0.204097	0.153561	301.75378	0.15156767644965	-0.531360456
ENSG00000105612	DNASE2	chr19	0.0	0.88	0.64	0.02	NA	NA	NA	NA	NA	NA	0.0	0.21557138	IEI	0.13107233	0.147	0.988	0.412049487	0.03835	0.025645	43.67777	-1.01276447762357	-0.599752147
ENSG00000137976	DNASE2B	chr1	0.0	1.63	0.16	-0.42	NA	NA	NA	NA	NA	NA	0.0	0.001863043	Background	0.43902604	0.315	0.734	0.437591555	NA	NA	3581.36449	-0.267161861514454	0.702885338
ENSG00000256453	DND1	chr5	0.44	0.55	2.22	0.92	NA	NA	NA	NA	NA	NA	0.0	0.066473711	Background	0.20809771	NA	0.838	0.441077914	0.073851	0.055652	150.19546	-0.434618774383025	0.306114728
ENSG00000187957	DNER	chr2	0.19	0.44	0.56	-1.92	NA	NA	NA	NA	VP	47.2	0.0	0.356740242	Background	0.78792417	NA	0.208	0.361855564	0.140304	0.125692	318.26859	-0.19102817222409	1.745190975
ENSG00000179532	DNHD1	chr11	0.0	0.81	3.48	4.38	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.53424739	0.16	0.794	0.600581772	NA	NA	15349.22988	-0.251426482696603	-0.119939704
ENSG00000213221	DNLZ	chr9	0.0	1.87	-0.87	-0.5	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.07536728	NA	0.808	0.729310628	0.146498	0.097008	621.18542	NA	NA
ENSG00000106976	DNM1	chr9	1.0	0.25	5.18	1.67	NA	NA	NA	NA	DL	13.49	1.0	-0.950308974	Essential	0.99333732	0.358	0.05	0.258979188	0.06784	0.065127	214.81838	-0.495982026560354	1.687148658
ENSG00000087470	DNM1L	chr12	0.0	0.51	3.83	0.26	NA	NA	NA	NA	CL	4.41	1.0	-0.897458036	OMIM	0.45035114	0.481	0.292	0.352212397	0.028127	0.023103	26.57798	0.385189127560035	1.313578851
ENSG00000079805	DNM2	chr19	1.0	0.18	3.48	-2.09	NA	NA	NA	NA	CL	10.95	0.0	-1.343106667	OMIM	0.96624937	0.228	0.224	0.285886759	0.131612	0.117108	50.91122	-0.475523782430128	0.179358221
ENSG00000197959	DNM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	-0.665823498	Background	0.44572284	0.398	0.85	0.327396764	0.028971	0.023498	102.17679	-0.434631175047318	1.130169541
ENSG00000107554	DNMBP	chr10	0.0	0.72	0.65	1.18	NA	NA	NA	NA	VP	57.48	0.0	-1.135347683	Background	0.15761912	0.251	0.852	NA	0.013415	0.010994	1197.04737	0.000213291682662498	-0.020204075
ENSG00000130816	DNMT1	chr19	1.0	0.14	4.99	-0.36	NA	NA	NA	NA	NA	NA	0.0	-2.204240878	Essential	0.99936619	0.791	0.042	0.202017301	0.284838	0.254662	224.68683	-0.642121328696928	0.2288028
ENSG00000119772	DNMT3A	chr2	0.0	1.58	3.45	0.63	1.0	Little evidence for dosage pathogenicity	0.0	No evidence available	NA	NA	1.0	-1.881330489	Essential	0.97452469	0.843	0.18	0.31703844	0.002767	0.003735	41.83604	-0.668619793946452	2.541990271
ENSG00000088305	DNMT3B	chr20	0.2	0.38	1.5	-0.16	NA	NA	NA	NA	NA	NA	1.0	-0.196513371	hOMIM AR	0.98596322	0.663	0.844	0.442501034	0.128404	0.12371	197.4701	-0.575453958596719	0.815260719
ENSG00000142182	DNMT3L	chr21	0.0	1.3	0.1	0.63	NA	NA	NA	NA	VP	83.61	0.0	0.394702644	Background	0.06503246	0.202	0.942	0.49352905	0.005578	0.005	631.44216	NA	-0.586175622
ENSG00000123992	DNPEP	chr2	0.0	0.93	0.37	0.8	NA	NA	NA	NA	NA	NA	0.0	-0.215229872	Background	0.07049593	0.486	0.994	0.58466719	0.01109	0.008106	357.16949	NA	-0.215668037
ENSG00000112667	DNPH1	chr6	0.03	1.26	0.64	-0.11	NA	NA	NA	NA	NA	NA	0.0	0.31895213	Background	0.09923573	0.145	0.848	0.444555457	0.005899	0.006276	8.3349	NA	NA
ENSG00000107447	DNTT	chr10	0.0	1.01	-0.47	-0.02	NA	NA	NA	NA	VP	1.87	0.0	0.68488276	Background	0.07745972	0.22	0.958	0.431582619	0.00672	0.005587	134.78939	0.258479960941148	0.210573706
ENSG00000101457	DNTTIP1	chr20	0.73	0.42	2.12	1.14	NA	NA	NA	NA	DL	31.51	0.0	-0.206946759	Background	0.23992959	0.397	0.768	0.450157314	0.050576	0.039371	278.74725	-0.603615338188352	0.561828571
ENSG00000067334	DNTTIP2	chr1	0.0	0.9	0.57	-0.47	NA	NA	NA	NA	NA	NA	0.0	-0.18858226	Background	0.08845347	0.493	0.98	0.487137868	0.02721	0.019322	996.15945	0.993301536429289	-0.266648443
ENSG00000149927	DOC2A	chr16	0.01	0.69	1.09	-0.08	NA	NA	NA	NA	NA	NA	0.0	0.403436396	Background	0.12014086	0.384	0.884	0.603020956	0.027925	0.019637	1428.98715	NA	1.369769345
ENSG00000272636	DOC2B	chr17	0.02	1.06	1.67	-0.06	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	58.48664	NA	NA
ENSG00000150760	DOCK1	chr10	0.01	0.34	2.41	0.02	NA	NA	NA	NA	NA	NA	0.0	-1.152087846	Background	0.27768913	0.206	0.576	0.216678916	0.032527	0.039975	350.01956	NA	NA
ENSG00000135905	DOCK10	chr2	0.0	0.39	1.88	1.31	NA	NA	NA	NA	NA	NA	0.0	-1.050146925	Background	0.09627523	0.321	0.934	0.38725569	0.01675	0.01474	3131.37113	NA	2.603702899
ENSG00000147251	DOCK11	chrX	0.01	0.37	2.68	0.73	NA	NA	NA	NA	NA	NA	0.0	-0.354674041	Background on X	NA	0.48	0.832	0.385851512	0.042186	0.047664	409.41373	NA	1.98467681
ENSG00000134516	DOCK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	-0.942527595	IEI	0.64643471	0.57	0.884	0.355527126	0.097332	0.094529	368.53431	0.418953776425747	-0.081044424
ENSG00000088538	DOCK3	chr3	1.0	0.16	3.94	-0.0	NA	NA	NA	NA	NA	NA	0.0	-3.462817186	Background	0.97741878	0.356	0.342	0.333229958	0.082494	0.078378	126.70308	-0.836764533464524	1.977127643
ENSG00000128512	DOCK4	chr7	0.83	0.3	2.52	0.65	NA	NA	NA	NA	NA	NA	0.0	-1.074884986	Background	0.73753698	0.447	0.686	0.344607315	0.04826	0.050706	NA	-0.623974504052349	1.532179461
ENSG00000147459	DOCK5	chr8	0.0	0.44	1.05	0.36	NA	NA	NA	NA	NA	NA	0.0	-0.364802224	Background	0.06310361	NA	0.908	0.332719035	0.02034	0.015349	3159.36883	0.53002930546339	-0.455988683
ENSG00000130158	DOCK6	chr19	0.0	0.72	1.43	0.72	NA	NA	NA	NA	SV	62.98	1.0	1.053171292	IEND	0.08588965	0.249	0.98	0.459323805	NA	NA	1944.2298	NA	-0.0940435
ENSG00000116641	DOCK7	chr1	0.0	0.38	3.42	0.37	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	NA	NA	1.0	-3.293438779	Essential	0.23101075	0.194	0.926	0.384650367	0.029589	0.030018	451.1915	NA	1.78139828
ENSG00000107099	DOCK8	chr9	0.0	0.48	-2.54	-5.29	30.0	Gene associated with autosomal recessive phenotype	NA	NA	NA	NA	1.0	-0.638937633	IEI	0.07183159	0.535	0.958	0.354914624	0.032236	0.038125	7212.15102	0.032996348849978	-0.232199014
ENSG00000088387	DOCK9	chr13	1.0	0.19	3.1	0.13	NA	NA	NA	NA	VP	26.27	0.0	-1.98854447	Background	0.55915944	0.444	0.426	0.23482461	0.040273	0.046068	918.16821	-0.434410186046352	2.638188791
ENSG00000129932	DOHH	chr19	0.02	1.08	0.94	0.79	NA	NA	NA	NA	NA	NA	0.0	NA	Background	0.10616237	0.447	0.954	0.431066275	NA	NA	25.09665	0.256581326660056	-0.883863565
ENSG00000115325	DOK1	chr2	0.03	0.64	0.09	-0.01	NA	NA	NA	NA	NA	NA	0.0	-0.041447422	Background	0.84585829	NA	0.456	0.560411878	0.02679	0.019348	78.44422	NA	0.295177225
ENSG00000147443	DOK2	chr8	0.0	1.07	-0.86	-0.91	NA	NA	NA	NA	NA	NA	0.0	0.400406342	Background	0.59954974	0.158	0.692	0.528731379	NA	NA	241.71921	0.269055847889825	-0.017897399
ENSG00000146094	DOK3	chr5	0.0	0.8	0.36	0.28	NA	NA	NA	NA	NA	NA	0.0	1.052612535	Background	0.07318684	0.267	0.95	0.605877391	0.00684	0.005937	503.42172	-0.400869628539068	-1.088597019
ENSG00000125170	DOK4	chr16	0.09	0.6	1.08	0.22	NA	NA	NA	NA	NA	NA	0.0	-0.466995538	Background	0.88535607	0.584	0.588	0.507811421	0.222871	0.171415	109.57389	0.494413516856259	1.286200358
ENSG00000101134	DOK5	chr20	0.0	0.83	0.92	0.9	NA	NA	NA	NA	NA	NA	0.0	0.191598099	Background	0.19356026	0.52	0.912	0.348091686	0.020551	0.013221	47.86079	0.830165671724388	0.352006421
ENSG00000206052	DOK6	chr18	0.16	0.55	1.35	-0.98	NA	NA	NA	NA	NA	NA	0.0	-0.25863416	Background	0.59104895	0.276	0.774	0.359245871	0.089989	0.072152	36.77199	-0.363605532445004	0.280906533
ENSG00000175920	DOK7	chr4	0.0	0.93	-2.55	-4.35	30.0	Gene associated with autosomal recessive phenotype	NA	NA	DL	75.35	0.0	2.827967842	OMIM	0.05666703	NA	0.844	0.495433469	0.039558	0.027988	2606.59203	1.76039666928162	-1.128720232
ENSG00000175283	DOLK	chr9	0.0	0.9	0.98	-0.84	NA	NA	NA	NA	CL	49.63	1.0	-0.60424043	OMIM	0.10710917	NA	0.848	0.378390843	0.028211	0.01964	81.64791	-0.557405099461543	0.463321816
ENSG00000167130	DOLPP1	chr9	0.17	0.61	1.76	0.24	NA	NA	NA	NA	NA	NA	0.0	-0.055977152	Background	0.36524183	0.591	0.676	0.415209197	0.071127	0.050072	16.44077	-1.11963189980545	1.471225127
ENSG00000159147	DONSON	chr21	0.0	0.91	0.24	-0.08	NA	NA	NA	NA	NA	NA	0.0	-0.002681379	IEND	0.07449336	0.161	0.994	0.626935551	0.021237	0.014446	126.67146	NA	-0.400108014
ENSG00000083097	DOP1A	chr6	1.0	0.25	3.32	2.15	NA	NA	NA	NA	NA	NA	0.0	-2.726767802	Background	0.49570597	0.401	0.66	0.570892015	0.073082	0.066484	1415.32398	0.0745439831052353	1.158184291
ENSG00000142197	DOP1B	chr21	0.0	0.63	0.78	-1.17	NA	NA	NA	NA	VP	62.08	0.0	0.031300527	Background	0.07188057	0.368	0.91	0.460925703	0.016058	0.013751	3301.99985	0.238839080423945	-0.133970524
ENSG00000104885	DOT1L	chr19	1.0	0.12	2.72	-3.42	NA	NA	NA	NA	NA	NA	0.0	-2.329439335	Background	0.59936942	0.283	0.166	0.326571897	0.204053	0.185232	1608.73768	-1.47291878814236	-0.30332664
ENSG00000172269	DPAGT1	chr11	0.0	1.08	1.43	1.14	30.0	Gene associated with autosomal recessive phenotype	0.0	No evidence available	NA	NA	1.0	-0.557901131	hOMIM AR	0.12620215	0.285	0.996	0.546109264	0.025709	0.017465	503.86292	NA	0.83714018
ENSG00000166171	DPCD	chr10	0.0	1.18	0.28	0.84	NA	NA	NA	NA	NA	NA	0.0	0.230365497	Background	0.05244575	NA	0.964	0.58146041	0.00603	0.006231	33.15909	-0.437762804363067	-0.444103659
ENSG00000015413	DPEP1	chr16	0.0	1.31	-1.11	-2.9	NA	NA	NA	NA	NA	NA	0.0	0.250240571	Background	0.05529931	0.242	0.85	0.454608102	0.007734	0.006783	499.50349	-0.167373086049827	-1.338738172
ENSG00000167261	DPEP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.212185507	Background	0.10149515	0.191	0.834	0.787059832	NA	NA	172.96744	-0.461548868638865	-8.1e-05
