node1_ID	node1_transcript	node1_prot_ID	node1_name	node1_chr	node1_start	node1_end	paralog_ID	paralog_prot_ID	paralog_name	paralog_chr	paralog_start	paralog_end	identity_target_to_query	identity_query_to_target
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YHL049C	YHL049C	NaN	VIII	3726.0	4541.0	96.5347	71.9557
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YPL283C	YPL283C	YRF1-7	XVI	280.0	6007.0	95.5446	10.3819
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YNL339C	YNL339C	YRF1-6	XIV	371.0	6098.0	95.5446	10.3819
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YOR396W	YOR396W	YRF1-8	XV	1085473.0	1090863.0	97.5247	10.9688
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YBL111C	YBL111C	NaN	II	2907.0	5009.0	96.0396	29.0855
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YPR204W	YPR204W	NaN	XVI	944603.0	947701.0	0.0	0.0
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YFL066C	YFL066C	NaN	VI	1437.0	2615.0	0.0	0.0
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YHL050C	YHL050C	NaN	VIII	445.0	3311.0	0.0	0.0
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YBL113C	YBL113C	NaN	II	280.0	2658.0	0.0	0.0
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YGR296W	YGR296W	YRF1-3	VII	1084864.0	1090591.0	95.5446	10.3819
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YLR467W	YLR467W	YRF1-5	XII	1072508.0	1077898.0	97.5247	10.9688
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YHR219W	YHR219W	NaN	VIII	560173.0	562047.0	0.0	0.0
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YER189W	YER189W	NaN	V	571155.0	571523.0	51.9802	86.0656
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YER190W	YER190W	YRF1-2	V	571480.0	576525.0	42.0792	5.05651
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YLL067C	YLL067C	NaN	XII	585.0	4301.0	14.3564	2.40664
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YDR545W	YDR545W	YRF1-1	IV	1526321.0	1531711.0	97.5247	10.9688
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YLR466W	YLR466W	YRF1-4	XII	1067087.0	1071235.0	2.9703	0.434153
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YBL112C	YBL112C	NaN	II	2582.0	2899.0	0.990099	1.90476
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YML133C	YML133C	NaN	XIII	461.0	4684.0	96.0396	14.1194
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YPR202W	YPR202W	NaN	XVI	943032.0	943896.0	72.2772	61.3445
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YHR218W	YHR218W	NaN	VIII	558014.0	559924.0	64.3564	21.5589
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YJL225C	YJL225C	NaN	X	466.0	6130.0	98.5149	11.3197
YLR462W	YLR462W_mRNA	YLR462W	NaN	XII	1065956	1066564	YFL064C	YFL064C	NaN	VI	3322.0	3846.0	71.7822	83.3333
YPR098C	YPR098C_mRNA	YPR098C	NaN	XVI	728947	729528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR490C	YDR490C_mRNA	YDR490C	PKH1	IV	1431968	1434268	YHR205W	YHR205W	SCH9	VIII	509363.0	511837.0	13.3159	12.3786
YDR490C	YDR490C_mRNA	YDR490C	PKH1	IV	1431968	1434268	YOL100W	YOL100W	PKH2	XV	129237.0	132482.0	42.8198	30.3423
RDN37-2	RDN37-2_rRNA	NaN	NaN	XII	460923	466869	RDN37-1	RDN37-1_rRNA	NaN	XII	451786.0	457732.0	0.0	0.0
YDR516C	YDR516C_mRNA	YDR516C	EMI2	IV	1474974	1476476	YCL040W	YCL040W	GLK1	III	50838.0	52340.0	73.0	73.0
YDR516C	YDR516C_mRNA	YDR516C	EMI2	IV	1474974	1476476	YFR053C	YFR053C	HXK1	VI	253592.0	255049.0	32.2	33.1959
YDR516C	YDR516C_mRNA	YDR516C	EMI2	IV	1474974	1476476	YGL253W	YGL253W	HXK2	VII	23935.0	25395.0	31.8	32.716
YDR516C	YDR516C_mRNA	YDR516C	EMI2	IV	1474974	1476476	YLR446W	YLR446W	NaN	XII	1025214.0	1026515.0	16.2	18.7067
YKR096W	YKR096W_mRNA	YKR096W	ESL2	XI	626793	630380	YIL151C	YIL151C	ESL1	IX	57338.0	60694.0	44.0167	47.0483
YIL173W	YIL173W_mRNA	YIL173W	VTH1	IX	11492	16141	YJL222W	YJL222W	VTH2	X	11475.0	16124.0	99.9354	99.9354
YIL173W	YIL173W_mRNA	YIL173W	VTH1	IX	11492	16141	YNR065C	YNR065C	NaN	XIV	750350.0	753700.0	62.8793	87.276
YIL173W	YIL173W_mRNA	YIL173W	VTH1	IX	11492	16141	YBL017C	YBL017C	PEP1	II	186844.0	191583.0	68.4312	67.1311
YIL173W	YIL173W_mRNA	YIL173W	VTH1	IX	11492	16141	YCR099C	YCR099C	NaN	III	300832.0	301299.0	7.23047	72.2581
YIL173W	YIL173W_mRNA	YIL173W	VTH1	IX	11492	16141	YCR100C	YCR100C	NaN	III	301271.0	302221.0	11.4913	56.3291
YMR171C	YMR171C_mRNA	YMR171C	EAR1	XIII	603868	605520	YGL227W	YGL227W	VID30	VII	69671.0	72547.0	18.1818	10.4384
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)L	tQ(UUG)L_tRNA	NaN	XII	448650.0	448721.0	100.0	100.0
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)D3	tQ(UUG)D3_tRNA	NaN	IV	802731.0	802802.0	100.0	100.0
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)C	tQ(UUG)C_tRNA	NaN	III	168301.0	168372.0	100.0	100.0
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)H	tQ(UUG)H_tRNA	NaN	VIII	134321.0	134392.0	100.0	100.0
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)E1	tQ(UUG)E1_tRNA	NaN	V	250286.0	250357.0	100.0	100.0
tQ(UUG)D1	tQ(UUG)D1_tRNA	NaN	NaN	IV	520972	521043	tQ(UUG)D2	tQ(UUG)D2_tRNA	NaN	IV	645153.0	645224.0	100.0	100.0
YGR236C	YGR236C_mRNA	YGR236C	SPG1	VII	962530	962817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YML029W	YML029W_mRNA	YML029W	USA1	XIII	217362	219878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
snR38	snR38_snoRNA	NaN	NaN	XI	283185	283279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL069C	YJL069C_mRNA	YJL069C	UTP18	X	310922	312706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNR037C	YNR037C_mRNA	YNR037C	RSM19	XIV	695052	695327	YOL040C	YOL040C	RPS15	XV	253149.0	253577.0	29.6703	19.0141
YEL022W	YEL022W_mRNA	YEL022W	GEA2	V	111421	115800	YJR031C	YJR031C	GEA1	X	486586.0	490812.0	49.5545	51.3494
YEL022W	YEL022W_mRNA	YEL022W	GEA2	V	111421	115800	YNL297C	YNL297C	MON2	XIV	71673.0	76583.0	10.5552	9.4132
YKL054C	YKL054C_mRNA	YKL054C	DEF1	XI	336537	338753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
snR190	snR190_snoRNA	NaN	NaN	X	139761	139950	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBL090W	YBL090W_mRNA	YBL090W	MRP21	II	48825	49358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR347W	YDR347W_mRNA	YDR347W	MRP1	IV	1169178	1170143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YFR032C	YFR032C_mRNA	YFR032C	RRT5	VI	222090	222959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL130C	YJL130C_mRNA	YJL130C	URA2	X	165723	172367	YJL088W	YJL088W	ARG3	X	268799.0	269815.0	2.61969	17.1598
YJL130C	YJL130C_mRNA	YJL130C	URA2	X	165723	172367	YOR303W	YOR303W	CPA1	XV	882899.0	884134.0	9.03342	48.6618
YMR090W	YMR090W_mRNA	YMR090W	NaN	XIII	449245	449928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YHR042W	YHR042W_mRNA	YHR042W	NCP1	VIII	190543	192618	YPR048W	YPR048W	TAH18	XVI	659182.0	661053.0	18.5239	20.5457
YGL124C	YGL124C_mRNA	YGL124C	MON1	VII	274780	276714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL156C	YPL156C_mRNA	YPL156C	PRM4	XVI	255913	256767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR235C	YGR235C_mRNA	YGR235C	NaN	VII	961360	962061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR087W	YJR087W_mRNA	YJR087W	NaN	X	586400	586750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)M	tK(CUU)M_tRNA	NaN	XIII	480621.0	480693.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)G1	tK(CUU)G1_tRNA	NaN	VII	122269.0	122341.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)C	tK(CUU)C_tRNA	NaN	III	151284.0	151356.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)K	tK(CUU)K_tRNA	NaN	XI	202999.0	203071.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)F	tK(CUU)F_tRNA	NaN	VI	226688.0	226760.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)E1	tK(CUU)E1_tRNA	NaN	V	135425.0	135497.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)D1	tK(CUU)D1_tRNA	NaN	IV	1201750.0	1201822.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)J	tK(CUU)J_tRNA	NaN	X	414966.0	415038.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)G3	tK(CUU)G3_tRNA	NaN	VII	876394.0	876466.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)P	tK(CUU)P_tRNA	NaN	XVI	582062.0	582134.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)G2	tK(CUU)G2_tRNA	NaN	VII	185714.0	185786.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)D2	tK(CUU)D2_tRNA	NaN	IV	1352466.0	1352538.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(CUU)E2	tK(CUU)E2_tRNA	NaN	V	435752.0	435824.0	100.0	100.0
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)L	tK(UUU)L_tRNA	NaN	XII	875376.0	875471.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)K	tK(UUU)K_tRNA	NaN	XI	578965.0	579060.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)O	tK(UUU)O_tRNA	NaN	XV	438643.0	438738.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)G2	tK(UUU)G2_tRNA	NaN	VII	700953.0	701048.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)G1	tK(UUU)G1_tRNA	NaN	VII	115488.0	115583.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)P	tK(UUU)P_tRNA	NaN	XVI	769207.0	769302.0	72.6027	72.6027
tK(CUU)I	tK(CUU)I_tRNA	NaN	NaN	IX	300228	300300	tK(UUU)D	tK(UUU)D_tRNA	NaN	IV	359577.0	359672.0	72.6027	72.6027
YLR148W	YLR148W_mRNA	YLR148W	PEP3	XII	434641	437397	YMR231W	YMR231W	PEP5	XIII	733545.0	736634.0	9.58606	8.55199
YDR445C	YDR445C_mRNA	YDR445C	NaN	IV	1352182	1352589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR073W	YOR073W_mRNA	YOR073W	SGO1	XV	464771	466543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YER148W	YER148W_mRNA	YER148W	SPT15	V	465303	466025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YML124C	YML124C_mRNA	YML124C	TUB3	XIII	22048	23683	YML085C	YML085C	TUB1	XIII	97941.0	99400.0	91.0112	90.604
YML124C	YML124C_mRNA	YML124C	TUB3	XIII	22048	23683	YFL037W	YFL037W	TUB2	VI	56336.0	57709.0	39.7753	38.7309
YML124C	YML124C_mRNA	YML124C	TUB3	XIII	22048	23683	YLR212C	YLR212C	TUB4	XII	564860.0	566281.0	28.764	27.0613
YDR452W	YDR452W_mRNA	YDR452W	PPN1	IV	1362878	1364902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR117C	YGR117C_mRNA	YGR117C	NaN	VII	725049	726479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL196W	YDL196W_mRNA	YDL196W	NaN	IV	106741	107070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR254W	YGR254W_mRNA	YGR254W	ENO1	VII	1000927	1002240	YHR174W	YHR174W	ENO2	VIII	451327.0	452640.0	95.1945	95.1945
YGR254W	YGR254W_mRNA	YGR254W	ENO1	VII	1000927	1002240	YPL281C	YPL281C	ERR2	XVI	9557.0	10870.0	67.9634	67.9634
YGR254W	YGR254W_mRNA	YGR254W	ENO1	VII	1000927	1002240	YMR323W	YMR323W	ERR3	XIII	920088.0	921401.0	67.9634	67.9634
YGR254W	YGR254W_mRNA	YGR254W	ENO1	VII	1000927	1002240	YOR393W	YOR393W	ERR1	XV	1080276.0	1081589.0	67.9634	67.9634
snR47	snR47_snoRNA	NaN	NaN	IV	541602	541700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YFL063W	YFL063W	NaN	VI	5066.0	5521.0	86.8687	56.9536
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YAL068W-A	YAL068W-A	NaN	I	538.0	792.0	73.7374	86.9048
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YDR543C	YDR543C	NaN	IV	1524634.0	1524933.0	88.8889	88.8889
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YNL337W	YNL337W	NaN	XIV	7165.0	7419.0	74.7475	88.0952
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YJR162C	YJR162C	NaN	X	744911.0	745261.0	82.8283	70.6897
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YKL225W	YKL225W	NaN	XI	451.0	798.0	71.7172	61.7391
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YNR077C	YNR077C	NaN	XIV	783287.0	783541.0	69.697	82.1429
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YLL065W	YLL065W	NaN	XII	11726.0	12076.0	76.7677	65.5172
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YOL166W-A	YOL166W-A	NaN	XV	585.0	740.0	43.4343	84.3137
YER188C-A	YER188C-A_mRNA	YER188C-A	NaN	V	569608	569907	YMR326C	YMR326C	NaN	XIII	923494.0	923802.0	56.5657	54.902
YLR243W	YLR243W_mRNA	YLR243W	GPN3	XII	624203	625021	YOR262W	YOR262W	GPN2	XV	817292.0	818335.0	30.5147	23.9193
YLR243W	YLR243W_mRNA	YLR243W	GPN3	XII	624203	625021	YJR072C	YJR072C	NPA3	X	570967.0	572124.0	22.4265	15.8442
YMR293C	YMR293C_mRNA	YMR293C	HER2	XIII	855399	856793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL218W	YJL218W_mRNA	YJL218W	NaN	X	21973	22563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR437W	YDR437W_mRNA	YDR437W	GPI19	IV	1337352	1337774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR064C	YOR064C_mRNA	YOR064C	YNG1	XV	446079	446738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR138C	YBR138C_mRNA	YBR138C	NaN	II	513762	515336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YCR082W	YCR082W_mRNA	YCR082W	AHC2	III	258883	259269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL147C	YKL147C_mRNA	YKL147C	NaN	XI	171551	172168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YAR015W	YAR015W_mRNA	YAR015W	ADE1	I	169375	170295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL057C	YJL057C_mRNA	YJL057C	IKS1	X	328118	330121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR529C	YDR529C_mRNA	YDR529C	QCR7	IV	1496165	1496548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR178W	YBR178W_mRNA	YBR178W	NaN	II	586071	586445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YER086W	YER086W_mRNA	YER086W	ILV1	V	328477	330207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR003W	YOR003W_mRNA	YOR003W	YSP3	XV	331455	332891	YEL060C	YEL060C	PRB1	V	40046.0	41953.0	54.3933	40.9449
YOR003W	YOR003W_mRNA	YOR003W	YSP3	XV	331455	332891	YNL238W	YNL238W	KEX2	XIV	202428.0	204872.0	13.1799	7.73956
YOR051C	YOR051C_mRNA	YOR051C	ETT1	XV	424846	426084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL159C-A	YOL159C-A_mRNA	YOL159C-A	NaN	XV	15233	15505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL081C	YNL081C_mRNA	YNL081C	SWS2	XIV	476188	476619	YML026C	YML026C	RPS18B	XIII	222987.0	223828.0	20.2797	19.863
YNL081C	YNL081C_mRNA	YNL081C	SWS2	XIV	476188	476619	YDR450W	YDR450W	RPS18A	IV	1359923.0	1360798.0	20.2797	19.863
YGL031C	YGL031C_mRNA	YGL031C	RPL24A	VII	437467	437934	YGR148C	YGR148C	RPL24B	VII	787312.0	787779.0	96.7742	96.7742
YGL031C	YGL031C_mRNA	YGL031C	RPL24A	VII	437467	437934	YLR009W	YLR009W	RLP24	XII	166537.0	167136.0	25.8065	20.1005
YGL085W	YGL085W_mRNA	YGL085W	LCL3	VII	349616	350440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL238C	YDL238C_mRNA	YDL238C	GUD1	IV	28985	30454	YJL213W	YJL213W	NaN	X	32163.0	33158.0	10.6339	15.71
YMR069W	YMR069W_mRNA	YMR069W	NAT4	XIII	407709	408566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL078C	YDL078C_mRNA	YDL078C	MDH3	IV	315357	316388	YOL126C	YOL126C	MDH2	XV	81787.0	82920.0	42.5656	38.7268
YDL078C	YDL078C_mRNA	YDL078C	MDH3	IV	315357	316388	YKL085W	YKL085W	MDH1	XI	279123.0	280127.0	46.6472	47.9042
YFR016C	YFR016C_mRNA	YFR016C	NaN	VI	177042	180743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGR280C	YGR280C_mRNA	YGR280C	PXR1	VII	1050910	1051725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YIL001W	YIL001W_mRNA	YIL001W	NaN	IX	353940	355481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR303C	YDR303C_mRNA	YDR303C	RSC3	IV	1068729	1071386	YHR056C	YHR056C	RSC30	VIII	215183.0	217834.0	26.4407	26.5006
YAL033W	YAL033W_mRNA	YAL033W	POP5	I	82706	83227	YLR239C	YLR239C	LIP2	XII	616332.0	617318.0	12.7168	6.70732
YCR028C	YCR028C_mRNA	YCR028C	FEN2	III	170886	172424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLR218C	YLR218C_mRNA	YLR218C	COA4	XII	573466	573918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YKL212W	YKL212W_mRNA	YKL212W	SAC1	XI	34543	36414	YNL325C	YNL325C	FIG4	XIV	28739.0	31378.0	9.14928	6.48464
YKL212W	YKL212W_mRNA	YKL212W	SAC1	XI	34543	36414	YOL065C	YOL065C	INP54	XV	204731.0	205885.0	6.42055	10.4167
YKL212W	YKL212W_mRNA	YKL212W	SAC1	XI	34543	36414	YNL106C	YNL106C	INP52	XIV	420944.0	424495.0	6.74157	3.5503
YKL212W	YKL212W_mRNA	YKL212W	SAC1	XI	34543	36414	YOR109W	YOR109W	INP53	XV	525278.0	528601.0	7.38363	4.15538
YMR119W-A	YMR119W-A_mRNA	YMR119W-A	NaN	XIII	506996	507370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YML105C	YML105C_mRNA	YML105C	SEC65	XIII	57866	58687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR440W	YDR440W_mRNA	YDR440W	DOT1	IV	1342493	1344241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNL328C	YNL328C_mRNA	YNL328C	MDJ2	XIV	22834	23274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJL151C	YJL151C_mRNA	YJL151C	SNA3	X	136372	136773	YDL123W	YDL123W	SNA4	IV	241418.0	241840.0	27.0677	25.7143
YJR047C	YJR047C_mRNA	YJR047C	ANB1	X	524908	525381	YEL034W	YEL034W	HYP2	V	85676.0	86149.0	90.4459	90.4459
YML072C	YML072C_mRNA	YML072C	TCB3	XIII	124730	129367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YIR028W	YIR028W_mRNA	YIR028W	DAL4	IX	408468	410375	YBR021W	YBR021W	FUR4	II	281443.0	283344.0	67.0866	67.2986
YIR028W	YIR028W_mRNA	YIR028W	DAL4	IX	408468	410375	YBL042C	YBL042C	FUI1	II	138341.0	140260.0	46.9291	46.6354
YIR028W	YIR028W_mRNA	YIR028W	DAL4	IX	408468	410375	YOR192C	YOR192C	THI72	XV	698768.0	700567.0	24.8819	26.3773
YIR028W	YIR028W_mRNA	YIR028W	DAL4	IX	408468	410375	YOR071C	YOR071C	NRT1	XV	459480.0	461276.0	25.0394	26.5886
YIR028W	YIR028W_mRNA	YIR028W	DAL4	IX	408468	410375	YLR237W	YLR237W	THI7	XII	612367.0	614163.0	24.7244	26.2542
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YPL119C	YPL119C	DBP1	XVI	324411.0	326264.0	30.8861	19.7731
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YBR142W	YBR142W	MAK5	II	528317.0	530638.0	29.3671	15.0065
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YDL031W	YDL031W	DBP10	IV	394217.0	397204.0	26.3291	10.4523
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YNR038W	YNR038W	DBP6	XIV	695595.0	697484.0	23.038	14.4674
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YGL171W	YGL171W	ROK1	VII	182390.0	184084.0	27.0886	18.9716
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YDR243C	YDR243C	PRP28	IV	948518.0	950284.0	25.8228	17.3469
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YDL084W	YDL084W	SUB2	IV	305237.0	306577.0	32.6582	28.9238
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YHR169W	YHR169W	DBP8	VIII	442181.0	443476.0	30.6329	28.0742
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YDL160C	YDL160C	DHH1	IV	170410.0	171930.0	38.9873	30.4348
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YOR046C	YOR046C	DBP5	XV	414459.0	415907.0	35.443	29.0456
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YMR290C	YMR290C	HAS1	XIII	850074.0	851591.0	27.5949	21.5842
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YFL002C	YFL002C	SPB4	VI	145114.0	146934.0	24.8101	16.1716
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YNL112W	YNL112W	DBP2	XIV	413639.0	416281.0	30.3797	21.978
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YJL033W	YJL033W	HCA4	X	383837.0	386149.0	25.5696	13.1169
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YGL064C	YGL064C	MRH4	VII	381523.0	383208.0	25.5696	18.0036
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YLR276C	YLR276C	DBP9	XII	695046.0	696830.0	26.8354	17.8451
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YOR204W	YOR204W	DED1	XV	722911.0	724725.0	31.3924	20.5298
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YHR065C	YHR065C	RRP3	VIII	227532.0	229037.0	29.1139	22.9541
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YLL008W	YLL008W	DRS1	XII	131729.0	133987.0	28.1013	14.7606
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YKR024C	YKR024C	DBP7	XI	485144.0	487372.0	30.6329	16.3073
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YKR059W	YKR059W	TIF1	XI	554987.0	556174.0	100.0	100.0
YJL138C	YJL138C_mRNA	YJL138C	TIF2	X	153504	154691	YDR021W	YDR021W	FAL1	IV	486804.0	488003.0	54.6835	54.1353
