Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Chromosome/scaffold name	Saccharomyces cerevisiae paralogue gene stable ID	Saccharomyces cerevisiae paralogue associated gene name	Saccharomyces cerevisiae paralogue protein or transcript ID	Saccharomyces cerevisiae paralogue chromosome/scaffold name
YMR169C	YMR169C_mRNA	YMR169C	ALD3	XIII	YER073W	ALD5	YER073W	V
YMR169C	YMR169C_mRNA	YMR169C	ALD3	XIII	YHR037W	PUT2	YHR037W	VIII
YDR274C	YDR274C_mRNA	YDR274C		IV				
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)B		tI(AAU)B_tRNA	II
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)E2		tI(AAU)E2_tRNA	V
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)I2		tI(AAU)I2_tRNA	IX
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)I1		tI(AAU)I1_tRNA	IX
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)L2		tI(AAU)L2_tRNA	XII
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)P1		tI(AAU)P1_tRNA	XVI
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)D		tI(AAU)D_tRNA	IV
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)L1		tI(AAU)L1_tRNA	XII
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)N1		tI(AAU)N1_tRNA	XIV
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)G		tI(AAU)G_tRNA	VII
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)P2		tI(AAU)P2_tRNA	XVI
tI(AAU)E1	tI(AAU)E1_tRNA			V	tI(AAU)N2		tI(AAU)N2_tRNA	XIV
YBL083C	YBL083C_mRNA	YBL083C		II				
YCL056C	YCL056C_mRNA	YCL056C	PEX34	III				
YGL223C	YGL223C_mRNA	YGL223C	COG1	VII				
YJL098W	YJL098W_mRNA	YJL098W	SAP185	X	YKR028W	SAP190	YKR028W	XI
YJL098W	YJL098W_mRNA	YJL098W	SAP185	X	YFR040W	SAP155	YFR040W	VI
YJL098W	YJL098W_mRNA	YJL098W	SAP185	X	YGL229C	SAP4	YGL229C	VII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YDR545W	YRF1-1	YDR545W	IV
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YLR467W	YRF1-5	YLR467W	XII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YHL050C		YHL050C	VIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YER190W	YRF1-2	YER190W	V
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YLL066C		YLL066C	XII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YJL225C		YJL225C	X
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YGR296W	YRF1-3	YGR296W	VII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YBL112C		YBL112C	II
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YHR218W-A		YHR218W-A	VIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YBL113C		YBL113C	II
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YLL067C		YLL067C	XII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YNL339C	YRF1-6	YNL339C	XIV
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YHR219W		YHR219W	VIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YHR218W		YHR218W	VIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YIL177C		YIL177C	IX
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YPR204W		YPR204W	XVI
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YPL283C	YRF1-7	YPL283C	XVI
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YEL077C		YEL077C	V
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YBL111C		YBL111C	II
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YHL049C		YHL049C	VIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YFL066C		YFL066C	VI
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YFL064C		YFL064C	VI
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YLR466W	YRF1-4	YLR466W	XII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YML133C		YML133C	XIII
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YER189W		YER189W	V
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YEL075C		YEL075C	V
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YPR202W		YPR202W	XVI
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	XV	YLR462W		YLR462W	XII
YJL120W	YJL120W_mRNA	YJL120W		X				
YLR332W	YLR332W_mRNA	YLR332W	MID2	XII	YGR023W	MTL1	YGR023W	VII
snR71	snR71_snoRNA			VIII				
YNL285W	YNL285W_mRNA	YNL285W		XIV				
YIL029W-A	YIL029W-A_mRNA	YIL029W-A		IX				
YOL066C	YOL066C_mRNA	YOL066C	RIB2	XV	YDL036C	PUS9	YDL036C	IV
YNL247W	YNL247W_mRNA	YNL247W		XIV				
YPR102C	YPR102C_mRNA	YPR102C	RPL11A	XVI	YGR085C	RPL11B	YGR085C	VII
YPR102C	YPR102C_mRNA	YPR102C	RPL11A	XVI	YDR237W	MRPL7	YDR237W	IV
YBR287W	YBR287W_mRNA	YBR287W		II				
YGL007C-A	YGL007C-A_mRNA	YGL007C-A		VII				
YGL175C	YGL175C_mRNA	YGL175C	SAE2	VII				
YHR071W	YHR071W_mRNA	YHR071W	PCL5	VIII				
YIL095W	YIL095W_mRNA	YIL095W	PRK1	IX	YPL236C	ENV7	YPL236C	XVI
YIL095W	YIL095W_mRNA	YIL095W	PRK1	IX	YBR059C	AKL1	YBR059C	II
YIL095W	YIL095W_mRNA	YIL095W	PRK1	IX	YNL020C	ARK1	YNL020C	XIV
YHR107C	YHR107C_mRNA	YHR107C	CDC12	VIII				
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YAL068W-A		YAL068W-A	I
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YLL065W		YLL065W	XII
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YKL225W		YKL225W	XI
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YER188C-A		YER188C-A	V
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YNR077C		YNR077C	XIV
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YDR543C		YDR543C	IV
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YJR162C		YJR162C	X
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YNL337W		YNL337W	XIV
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YFL063W		YFL063W	VI
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		XV	YMR326C		YMR326C	XIII
YLR050C	YLR050C_mRNA	YLR050C		XII				
YCR010C	YCR010C_mRNA	YCR010C	ADY2	III	YDR384C	ATO3	YDR384C	IV
YCR010C	YCR010C_mRNA	YCR010C	ADY2	III	YNR002C	ATO2	YNR002C	XIV
YNL161W	YNL161W_mRNA	YNL161W	CBK1	XIV				
YOR055W	YOR055W_mRNA	YOR055W		XV				
YGL063C-A	YGL063C-A_mRNA	YGL063C-A		VII				
YMR306W	YMR306W_mRNA	YMR306W	FKS3	XIII				
YAR066W	YAR066W_mRNA	YAR066W		I	YHR214W		YHR214W	VIII
YAR066W	YAR066W_mRNA	YAR066W		I	YIL169C		YIL169C	IX
YAR066W	YAR066W_mRNA	YAR066W		I	YOL155C	HPF1	YOL155C	XV
YGL128C	YGL128C_mRNA	YGL128C	CWC23	VII				
YPR048W	YPR048W_mRNA	YPR048W	TAH18	XVI	YHR042W	NCP1	YHR042W	VIII
YLR345W	YLR345W_mRNA	YLR345W		XII	YIL107C	PFK26	YIL107C	IX
YLR345W	YLR345W_mRNA	YLR345W		XII	YJL155C	FBP26	YJL155C	X
YLR345W	YLR345W_mRNA	YLR345W		XII	YOL136C	PFK27	YOL136C	XV
YPR140W	YPR140W_mRNA	YPR140W	TAZ1	XVI				
YKL208W	YKL208W_mRNA	YKL208W	CBT1	XI				
Q0045	Q0045_mRNA	Q0045	COX1	Mito	Q0070	AI5_ALPHA	Q0070	Mito
Q0045	Q0045_mRNA	Q0045	COX1	Mito	Q0065	AI4	Q0065	Mito
YKL058W	YKL058W_mRNA	YKL058W	TOA2	XI				
YGL030W	YGL030W_mRNA	YGL030W	RPL30	VII				
YHR209W	YHR209W_mRNA	YHR209W	CRG1	VIII	YER175C	TMT1	YER175C	V
YHR209W	YHR209W_mRNA	YHR209W	CRG1	VIII	YDR316W	OMS1	YDR316W	IV
YHR209W	YHR209W_mRNA	YHR209W	CRG1	VIII	YML110C	COQ5	YML110C	XIII
YJL082W	YJL082W_mRNA	YJL082W	IML2	X	YKR018C		YKR018C	XI
YKR017C	YKR017C_mRNA	YKR017C	HEL1	XI				
YER126C	YER126C_mRNA	YER126C	NSA2	V				
YDR110W	YDR110W_mRNA	YDR110W	FOB1	IV				
YKR040C	YKR040C_mRNA	YKR040C		XI				
YGL033W	YGL033W_mRNA	YGL033W	HOP2	VII				
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(CCC)O	SUF5	tG(CCC)O_tRNA	XV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)E		tG(GCC)E_tRNA	V
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)J2	SUF23	tG(GCC)J2_tRNA	X
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)M		tG(GCC)M_tRNA	XIII
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)D2		tG(GCC)D2_tRNA	IV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)P2		tG(GCC)P2_tRNA	XVI
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)P1		tG(GCC)P1_tRNA	XVI
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)B		tG(GCC)B_tRNA	II
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)C	SUF16	tG(GCC)C_tRNA	III
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)O1		tG(GCC)O1_tRNA	XV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)F2		tG(GCC)F2_tRNA	VI
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)D1		tG(GCC)D1_tRNA	IV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)G1		tG(GCC)G1_tRNA	VII
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)O2	SUF17	tG(GCC)O2_tRNA	XV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)G2		tG(GCC)G2_tRNA	VII
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)J1		tG(GCC)J1_tRNA	X
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(GCC)F1	SUF20	tG(GCC)F1_tRNA	VI
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(UCC)O	SUF1	tG(UCC)O_tRNA	XV
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(UCC)G	SUF4	tG(UCC)G_tRNA	VII
tG(CCC)D	tG(CCC)D_tRNA		SUF3	IV	tG(UCC)N	SUF6	tG(UCC)N_tRNA	XIV
YKL046C	YKL046C_mRNA	YKL046C	DCW1	XI				
YLR236C	YLR236C_mRNA	YLR236C		XII				
YGR165W	YGR165W_mRNA	YGR165W	MRPS35	VII				
YML103C	YML103C_mRNA	YML103C	NUP188	XIII				
YFL010W-A	YFL010W-A_mRNA	YFL010W-A	AUA1	VI				
YNL338W	YNL338W_mRNA	YNL338W		XIV				
YGR193C	YGR193C_mRNA	YGR193C	PDX1	VII				
YJL197C-A	YJL197C-A_mRNA	YJL197C-A		X				
YLR439W	YLR439W_mRNA	YLR439W	MRPL4	XII				
YKL001C	YKL001C_mRNA	YKL001C	MET14	XI	YJR010W	MET3	YJR010W	X
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YGL120C	PRP43	YGL120C	VII
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YNR011C	PRP2	YNR011C	XIV
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YKR086W	PRP16	YKR086W	XI
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YLR419W		YLR419W	XII
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YER013W	PRP22	YER013W	V
YKL078W	YKL078W_mRNA	YKL078W	DHR2	XI	YMR128W	ECM16	YMR128W	XIII
YJL062W	YJL062W_mRNA	YJL062W	LAS21	X				
YPL245W	YPL245W_mRNA	YPL245W		XVI				
YBR058C-A	YBR058C-A_mRNA	YBR058C-A	TSC3	II				
YNL106C	YNL106C_mRNA	YNL106C	INP52	XIV	YOR109W	INP53	YOR109W	XV
YNL106C	YNL106C_mRNA	YNL106C	INP52	XIV	YNL325C	FIG4	YNL325C	XIV
YNL106C	YNL106C_mRNA	YNL106C	INP52	XIV	YOL065C	INP54	YOL065C	XV
YNL106C	YNL106C_mRNA	YNL106C	INP52	XIV	YKL212W	SAC1	YKL212W	XI
YNL204C	YNL204C_mRNA	YNL204C	SPS18	XIV				
YDR211W	YDR211W_mRNA	YDR211W	GCD6	IV	YOR260W	GCD1	YOR260W	XV
YDR211W	YDR211W_mRNA	YDR211W	GCD6	IV	YDL055C	PSA1	YDL055C	IV
YDL109C	YDL109C_mRNA	YDL109C		IV	YGL144C	ROG1	YGL144C	VII
YIL111W	YIL111W_mRNA	YIL111W	COX5B	IX	YNL052W	COX5A	YNL052W	XIV
YOR117W	YOR117W_mRNA	YOR117W	RPT5	XV	YDL007W	RPT2	YDL007W	IV
YOR117W	YOR117W_mRNA	YOR117W	RPT5	XV	YDR394W	RPT3	YDR394W	IV
YOR117W	YOR117W_mRNA	YOR117W	RPT5	XV	YOR259C	RPT4	YOR259C	XV
YOR117W	YOR117W_mRNA	YOR117W	RPT5	XV	YGL048C	RPT6	YGL048C	VII
YOR117W	YOR117W_mRNA	YOR117W	RPT5	XV	YKL145W	RPT1	YKL145W	XI
YOR074C	YOR074C_mRNA	YOR074C	CDC21	XV	YOR236W	DFR1	YOR236W	XV
YKL223W	YKL223W_mRNA	YKL223W		XI	YGL260W		YGL260W	VII
YKL223W	YKL223W_mRNA	YKL223W		XI	YAL067W-A		YAL067W-A	I
YKL223W	YKL223W_mRNA	YKL223W		XI	YJL222W-A		YJL222W-A	X
YKL223W	YKL223W_mRNA	YKL223W		XI	YIR040C		YIR040C	IX
YKL223W	YKL223W_mRNA	YKL223W		XI	YBL108W		YBL108W	II
YKL223W	YKL223W_mRNA	YKL223W		XI	YJL222W-B		YJL222W-B	X
YKL223W	YKL223W_mRNA	YKL223W		XI	YMR324C		YMR324C	XIII
YKL223W	YKL223W_mRNA	YKL223W		XI	YHL045W		YHL045W	VIII
YPL170W	YPL170W_mRNA	YPL170W	DAP1	XVI				
YHR072W	YHR072W_mRNA	YHR072W	ERG7	VIII				
YOR077W	YOR077W_mRNA	YOR077W	RTS2	XV				
YAL043C	YAL043C_mRNA	YAL043C	PTA1	I				
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		XVI	YGR296C-A		YGR296C-A	VII
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		XVI	YER190C-A		YER190C-A	V
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		XVI	YML133W-A		YML133W-A	XIII
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		XVI	YNL339W-A		YNL339W-A	XIV
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		XVI	YFL067W		YFL067W	VI
YEL075W-A	YEL075W-A_mRNA	YEL075W-A		V	YLR463C		YLR463C	XII
YPL115C	YPL115C_mRNA	YPL115C	BEM3	XVI				
YBR268W	YBR268W_mRNA	YBR268W	MRPL37	II				
YJR022W	YJR022W_mRNA	YJR022W	LSM8	X				
YER025W	YER025W_mRNA	YER025W	GCD11	V	YBR118W	TEF2	YBR118W	II
YER025W	YER025W_mRNA	YER025W	GCD11	V	YPR080W	TEF1	YPR080W	XVI
YER025W	YER025W_mRNA	YER025W	GCD11	V	YLR069C	MEF1	YLR069C	XII
YER025W	YER025W_mRNA	YER025W	GCD11	V	YKR084C	HBS1	YKR084C	XI
YER025W	YER025W_mRNA	YER025W	GCD11	V	YKL173W	SNU114	YKL173W	XI
YER025W	YER025W_mRNA	YER025W	GCD11	V	YOR076C	SKI7	YOR076C	XV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YDR172W	SUP35	YDR172W	IV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YAL035W	FUN12	YAL035W	I
YER025W	YER025W_mRNA	YER025W	GCD11	V	YJL102W	MEF2	YJL102W	X
YER025W	YER025W_mRNA	YER025W	GCD11	V	YLR289W	GUF1	YLR289W	XII
YER025W	YER025W_mRNA	YER025W	GCD11	V	YOR187W	TUF1	YOR187W	XV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YOL023W	IFM1	YOL023W	XV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YNL163C	RIA1	YNL163C	XIV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YDR385W	EFT2	YDR385W	IV
YER025W	YER025W_mRNA	YER025W	GCD11	V	YOR133W	EFT1	YOR133W	XV
YPL226W	YPL226W_mRNA	YPL226W	NEW1	XVI				
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YBR192W	RIM2	YBR192W	II
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YDL119C	HEM25	YDL119C	IV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YKL120W	OAC1	YKL120W	XI
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YGR096W	TPC1	YGR096W	VII
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YBL030C	PET9	YBL030C	II
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YBR085W	AAC3	YBR085W	II
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YMR056C	AAC1	YMR056C	XIII
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YOR222W	ODC2	YOR222W	XV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YPL134C	ODC1	YPL134C	XVI
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YNL083W	SAL1	YNL083W	XIV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YIL006W	YIA6	YIL006W	IX
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YEL006W	YEA6	YEL006W	V
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YIL134W	FLX1	YIL134W	IX
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YPR058W	YMC1	YPR058W	XVI
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YBR104W	YMC2	YBR104W	II
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YGR257C	MTM1	YGR257C	VII
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YOR100C	CRC1	YOR100C	XV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YOR130C	ORT1	YOR130C	XV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YKR052C	MRS4	YKR052C	XI
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YJL133W	MRS3	YJL133W	X
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YBR291C	CTP1	YBR291C	II
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YNL003C	PET8	YNL003C	XIV
YLR348C	YLR348C_mRNA	YLR348C	DIC1	XII	YHR002W	LEU5	YHR002W	VIII
YNL320W	YNL320W_mRNA	YNL320W		XIV				
YEL070W	YEL070W_mRNA	YEL070W	DSF1	V	YNR073C	MAN2	YNR073C	XIV
YMR034C	YMR034C_mRNA	YMR034C	RCH1	XIII				
YJL178C	YJL178C_mRNA	YJL178C	ATG27	X				
YMR310C	YMR310C_mRNA	YMR310C		XIII	YGR283C		YGR283C	VII
YKL132C	YKL132C_mRNA	YKL132C	RMA1	XI	YMR113W	FOL3	YMR113W	XIII
YKL132C	YKL132C_mRNA	YKL132C	RMA1	XI	YOR241W	MET7	YOR241W	XV
YBR286W	YBR286W_mRNA	YBR286W	APE3	II				
YKR032W	YKR032W_mRNA	YKR032W		XI				
YOL163W	YOL163W_mRNA	YOL163W		XV	YOL162W		YOL162W	XV
YDR524C-A	YDR524C-A_mRNA	YDR524C-A		IV				
YGR044C	YGR044C_mRNA	YGR044C	RME1	VII				
YJL133C-A	YJL133C-A_mRNA	YJL133C-A		X				
YCR023C	YCR023C_mRNA	YCR023C		III				
YLR057W	YLR057W_mRNA	YLR057W	MNL2	XII				
YIL024C	YIL024C_mRNA	YIL024C		IX				
YHR131W-A	YHR131W-A_mRNA	YHR131W-A		VIII				
YJL141C	YJL141C_mRNA	YJL141C	YAK1	X	YLL019C	KNS1	YLL019C	XII
YPR192W	YPR192W_mRNA	YPR192W	AQY1	XVI	YLL043W	FPS1	YLL043W	XII
YPR192W	YPR192W_mRNA	YPR192W	AQY1	XVI	YFL054C	AQY3	YFL054C	VI
YPR192W	YPR192W_mRNA	YPR192W	AQY1	XVI	YLL053C		YLL053C	XII
YPR192W	YPR192W_mRNA	YPR192W	AQY1	XVI	YLL052C	AQY2	YLL052C	XII
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YFR038W	IRC5	YFR038W	VI
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YOR290C	SNF2	YOR290C	XV
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YDR334W	SWR1	YDR334W	IV
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YPL082C	MOT1	YPL082C	XVI
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YER164W	CHD1	YER164W	V
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YBR073W	RDH54	YBR073W	II
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YGL163C	RAD54	YGL163C	VII
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YLR032W	RAD5	YLR032W	XII
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YLR247C	IRC20	YLR247C	XII
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YGL150C	INO80	YGL150C	VII
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YJR035W	RAD26	YJR035W	X
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YAL019W	FUN30	YAL019W	I
YOR304W	YOR304W_mRNA	YOR304W	ISW2	XV	YBR245C	ISW1	YBR245C	II
YLR009W	YLR009W_mRNA	YLR009W	RLP24	XII	YGR148C	RPL24B	YGR148C	VII
YLR009W	YLR009W_mRNA	YLR009W	RLP24	XII	YGL031C	RPL24A	YGL031C	VII
YDL050C	YDL050C_mRNA	YDL050C		IV				
YEL048C	YEL048C_mRNA	YEL048C	TCA17	V				
snR64	snR64_snoRNA			XI				
YBR196C-A	YBR196C-A_mRNA	YBR196C-A		II				
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YAL005C	SSA1	YAL005C	I
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YER103W	SSA4	YER103W	V
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YBL075C	SSA3	YBL075C	II
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YJR045C	SSC1	YJR045C	X
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YEL030W	ECM10	YEL030W	V
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YJL034W	KAR2	YJL034W	X
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YHR064C	SSZ1	YHR064C	VIII
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YKL073W	LHS1	YKL073W	XI
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YDL229W	SSB1	YDL229W	IV
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YNL209W	SSB2	YNL209W	XIV
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YPL106C	SSE1	YPL106C	XVI
YLL024C	YLL024C_mRNA	YLL024C	SSA2	XII	YBR169C	SSE2	YBR169C	II
YOR255W	YOR255W_mRNA	YOR255W	OSW1	XV				
YNL141W	YNL141W_mRNA	YNL141W	AAH1	XIV				
YDR535C	YDR535C_mRNA	YDR535C		IV				
YML034W	YML034W_mRNA	YML034W	SRC1	XIII	YDR458C	HEH2	YDR458C	IV
YDR202C	YDR202C_mRNA	YDR202C	RAV2	IV				
YBL091C-A	YBL091C-A_mRNA	YBL091C-A	SCS22	II	YER120W	SCS2	YER120W	V
YER099C	YER099C_mRNA	YER099C	PRS2	V	YBL068W	PRS4	YBL068W	II
YER099C	YER099C_mRNA	YER099C	PRS2	V	YHL011C	PRS3	YHL011C	VIII
YER099C	YER099C_mRNA	YER099C	PRS2	V	YOL061W	PRS5	YOL061W	XV
YER099C	YER099C_mRNA	YER099C	PRS2	V	YKL181W	PRS1	YKL181W	XI
YGL002W	YGL002W_mRNA	YGL002W	ERP6	VII	YAL007C	ERP2	YAL007C	I
YGL002W	YGL002W_mRNA	YGL002W	ERP6	VII	YOR016C	ERP4	YOR016C	XV
YGL002W	YGL002W_mRNA	YGL002W	ERP6	VII	YML012W	ERV25	YML012W	XIII
YGL002W	YGL002W_mRNA	YGL002W	ERP6	VII	YGL200C	EMP24	YGL200C	VII
YGL002W	YGL002W_mRNA	YGL002W	ERP6	VII	YAR002C-A	ERP1	YAR002C-A	I
YMR131C	YMR131C_mRNA	YMR131C	RRB1	XIII	YEL056W	HAT2	YEL056W	V
YMR131C	YMR131C_mRNA	YMR131C	RRB1	XIII	YDR030C	RAD28	YDR030C	IV
YMR131C	YMR131C_mRNA	YMR131C	RRB1	XIII	YDR128W	MTC5	YDR128W	IV
YMR131C	YMR131C_mRNA	YMR131C	RRB1	XIII	YBR195C	MSI1	YBR195C	II
YMR131C	YMR131C_mRNA	YMR131C	RRB1	XIII	YOL138C	RTC1	YOL138C	XV
YGL123C-A	YGL123C-A_mRNA	YGL123C-A		VII				
YLL048C	YLL048C_mRNA	YLL048C	YBT1	XII	YKR104W		YKR104W	XI
YLL048C	YLL048C_mRNA	YLL048C	YBT1	XII	YKR103W	NFT1	YKR103W	XI
YLL048C	YLL048C_mRNA	YLL048C	YBT1	XII	YHL035C	VMR1	YHL035C	VIII
YLL048C	YLL048C_mRNA	YLL048C	YBT1	XII	YDR135C	YCF1	YDR135C	IV
YLL048C	YLL048C_mRNA	YLL048C	YBT1	XII	YLL015W	BPT1	YLL015W	XII
YPL150W	YPL150W_mRNA	YPL150W		XVI	YDR477W	SNF1	YDR477W	IV
YPL150W	YPL150W_mRNA	YPL150W		XVI	YNL183C	NPR1	YNL183C	XIV
YPL150W	YPL150W_mRNA	YPL150W		XVI	YDL214C	PRR2	YDL214C	IV
