GENE_id	mapped_id	ENSG	chr	GeneStart	mu	pLI	loeuf	zscore_mis	zscore_syn	mmdg	cmdg	non_mdg	partition	any_disease	target
ENSG00000115112	4315	ENSG00000115112	2	121216587.0	9.4464e-07	1.0	0.277	2.0247	-0.11531	0.0	0.0	0.0	3	0.0	0
ENSG00000115128	4316	ENSG00000115128	2	24067586.0	1.8022e-07	0.91609	0.566	2.3268	0.46533	0.0	0.0	0.0	4	0.0	0
ENSG00000115129	4317	ENSG00000115129	2	24077433.0	5.3407e-07	1.6645e-13	1.402	1.1136	1.6361	0.0	0.0	0.0	6	0.0	0
ENSG00000115137	4318	ENSG00000115137	2	24943636.0	3.4626e-07	0.055699	0.799	0.35094	0.73285	0.0	0.0	0.0	2	0.0	0
ENSG00000115138	4319	ENSG00000115138	2	25160853.0	1.9846e-07	3.3898e-10	1.796	-1.6085	-0.77339	1.0	1.0	0.0	1	2.0	1
ENSG00000115145	4320	ENSG00000115145	2	152116801.0	4.2118e-07	1.4878e-09	1.02	0.84999	0.51307	0.0	0.0	0.0	7	0.0	0
ENSG00000115155	4321	ENSG00000115155	2	26457203.0	2.1106e-06	5.4095e-65	1.017	1.1131	0.8793	1.0	0.0	0.0	8	1.0	1
ENSG00000115159	4322	ENSG00000115159	2	156435290.0	3.4042e-07	0.00012706	0.796	1.9915	0.34443	0.0	1.0	0.0	3	1.0	-1
ENSG00000115163	4323	ENSG00000115163	2	26764289.0	5.0916e-07	0.31797	0.769	0.77049	-0.93893	0.0	0.0	0.0	2	0.0	0
ENSG00000115165	4324	ENSG00000115165	2	157414619.0	8.3835e-07	6.361e-06	0.897	0.42787	0.25147	0.0	0.0	0.0	6	0.0	0
ENSG00000115170	4325	ENSG00000115170	2	157736251.0	9.0011e-07	2.4131e-08	0.835	2.9548	1.0241	1.0	0.0	0.0	1	1.0	1
ENSG00000115183	4326	ENSG00000115183	2	158968640.0	2.0586e-06	6.4374e-10	0.648	3.1259	1.6822	0.0	0.0	0.0	2	0.0	0
ENSG00000115194	4327	ENSG00000115194	2	27253684.0	5.0428e-07	0.00049267	0.823	1.957	0.26262	0.0	0.0	0.0	2	0.0	0
ENSG00000115204	4328	ENSG00000115204	2	27309492.0	2.847e-07	1.4056e-10	1.368	0.72753	0.18004	1.0	0.0	0.0	5	1.0	1
ENSG00000115207	4329	ENSG00000115207	2	27325849.0	1.4589e-06	1.0	0.22	2.5391	-0.14395	0.0	0.0	0.0	6	0.0	0
ENSG00000115211	4330	ENSG00000115211	2	27364352.0	1.1502e-06	7.3276e-05	0.687	0.67524	-0.66304	1.0	0.0	0.0	6	1.0	1
ENSG00000115216	4331	ENSG00000115216	2	27427790.0	1.0264e-06	1.0	0.215	4.7025	0.66403	0.0	0.0	0.0	9	0.0	0
ENSG00000115221	4332	ENSG00000115221	2	160099667.0	8.1099e-07	2.9879e-21	1.196	-0.078171	-0.24116	1.0	0.0	0.0	2	1.0	1
ENSG00000115226	4333	ENSG00000115226	2	27491883.0	3.4337e-07	0.24257	0.696	1.429	-0.46699	0.0	0.0	0.0	1	0.0	0
ENSG00000115232	4334	ENSG00000115232	2	181457202.0	5.6939e-07	0.19586	0.603	1.253	-1.1256	0.0	0.0	0.0	9	0.0	0
ENSG00000115233	4335	ENSG00000115233	2	161308425.0	2.4124e-07	0.99752	0.373	3.5088	0.11708	0.0	0.0	0.0	2	0.0	0
ENSG00000115234	4336	ENSG00000115234	2	27370496.0	9.6058e-07	2.0949e-05	0.705	1.3385	-0.60931	0.0	0.0	0.0	7	0.0	0
ENSG00000115239	4337	ENSG00000115239	2	53532672.0	5.1625e-07	3.2574e-12	0.998	-1.2287	-1.2298	0.0	0.0	0.0	1	0.0	0
ENSG00000115241	4338	ENSG00000115241	2	27381195.0	1.0655e-06	1.0	0.326	4.0766	0.4787	0.0	0.0	0.0	8	0.0	0
ENSG00000115252	4339	ENSG00000115252	2	182139968.0	4.6188e-07	0.0012672	0.854	0.55266	-0.60898	0.0	0.0	0.0	2	0.0	0
ENSG00000115255	4340	ENSG00000115255	19	1491166.0	4.0998e-07	1.875e-06	1.342	-0.94465	-1.0413	1.0	0.0	0.0	7	1.0	1
ENSG00000115257	4341	ENSG00000115257	19	1481428.0	1.1525e-06	5.695399999999999e-21	1.18	-2.9862	-3.6747	0.0	0.0	0.0	2	0.0	0
ENSG00000115263	4342	ENSG00000115263	2	162142882.0	2.9921e-07	0.13767	0.943	0.32807	0.18159	0.0	0.0	0.0	4	0.0	0
ENSG00000115266	4343	ENSG00000115266	19	1446302.0	5.4773e-07	3.6028e-11	0.961	-7.0603	-9.4605	1.0	0.0	0.0	6	1.0	1
ENSG00000115267	4344	ENSG00000115267	2	162267074.0	9.1777e-07	4.5803e-34	1.406	-0.4273	-0.49606	1.0	0.0	0.0	5	1.0	1
ENSG00000115268	4345	ENSG00000115268	19	1438358.0	1.5408e-07	0.1769	0.981	1.7068	-2.12	0.0	0.0	0.0	10	0.0	0
ENSG00000115271	4346	ENSG00000115271	2	162318840.0	5.6614e-08	0.043473	1.847	-0.33357	-0.082258	0.0	0.0	0.0	6	0.0	0
ENSG00000115274	4347	ENSG00000115274	2	74455087.0	3.4828e-07	0.00048263	0.953	-0.53268	-2.4728	0.0	0.0	0.0	2	0.0	0
ENSG00000115275	4348	ENSG00000115275	2	74461057.0	7.1524e-07	2.6946e-10	0.85	0.86484	-0.89374	1.0	0.0	0.0	8	1.0	1
ENSG00000115282	4349	ENSG00000115282	2	74483073.0	7.9394e-07	1.1004e-20	1.205	-0.066524	1.1062	0.0	0.0	0.0	7	0.0	0
ENSG00000115286	4350	ENSG00000115286	19	1383527.0	4.6628e-07	0.1577	0.726	0.80075	-0.95786	1.0	0.0	0.0	4	1.0	1
ENSG00000115289	4351	ENSG00000115289	2	74505043.0	5.6279e-07	0.99754	0.446	1.9226	-0.046452	0.0	0.0	0.0	9	0.0	0
ENSG00000115290	4352	ENSG00000115290	2	164492417.0	6.2442e-07	2.9672e-05	0.94	-0.56274	-0.31207	0.0	0.0	0.0	9	0.0	0
ENSG00000115295	4353	ENSG00000115295	2	29097705.0	6.6528e-07	9.246e-05	0.72	0.33423	0.56996	0.0	0.0	0.0	6	0.0	0
ENSG00000115297	4354	ENSG00000115297	2	74513463.0	1.9404e-07	3.3968e-05	1.278	-0.050603	-1.7091	0.0	0.0	0.0	10	0.0	0
ENSG00000115306	4355	ENSG00000115306	2	54456327.0	1.8157e-06	1.0	0.159	5.9038	-1.7393	1.0	0.0	0.0	5	1.0	1
ENSG00000115307	4356	ENSG00000115307	2	74526645.0	8.0426e-07	2.2319e-05	0.758	0.68159	-0.45827	0.0	0.0	0.0	2	0.0	0
ENSG00000115310	4357	ENSG00000115310	2	54972187.0	5.8121e-07	0.38154	0.546	-3.1093	-2.4443	0.0	0.0	0.0	10	0.0	0
ENSG00000115317	4358	ENSG00000115317	2	74529596.0	7.6259e-07	0.00020521	0.778	2.3681	0.56469	1.0	1.0	0.0	9	2.0	1
ENSG00000115318	4359	ENSG00000115318	2	74532258.0	1.4062e-06	1.2603e-12	0.791	1.9011	1.2759	1.0	0.0	0.0	10	1.0	1
ENSG00000115325	4360	ENSG00000115325	2	74549026.0	3.2786e-07	0.012705	0.74	0.94033	0.90322	0.0	0.0	0.0	3	0.0	0
ENSG00000115339	4361	ENSG00000115339	2	165747588.0	1.0448e-06	1.2541e-07	0.804	0.92811	-0.1441	1.0	0.0	0.0	8	1.0	1
ENSG00000115350	4362	ENSG00000115350	2	74958643.0	1.3008e-07	0.00011549	1.906	-2.987	-2.2084	0.0	0.0	0.0	6	0.0	0
ENSG00000115353	4363	ENSG00000115353	2	75046463.0	5.4729e-07	4.0795e-06	0.918	1.1398	0.91773	0.0	0.0	0.0	7	0.0	0
ENSG00000115355	4364	ENSG00000115355	2	55287842.0	1.2194e-06	1.0	0.25	1.5949	0.41265	1.0	0.0	0.0	6	1.0	1
ENSG00000115361	4365	ENSG00000115361	2	210187126.0	6.0918e-07	3.5387e-14	1.262	0.7051	0.6557	0.0	0.0	0.0	7	0.0	0
ENSG00000115363	4366	ENSG00000115363	2	75469302.0	1.8749e-07	0.013589	1.277	0.21444	0.069974	0.0	0.0	0.0	8	0.0	0
ENSG00000115364	4367	ENSG00000115364	2	75646783.0	4.7956e-07	7.4245e-10	1.373	-0.84033	-1.5815	0.0	0.0	0.0	9	0.0	0
ENSG00000115365	4368	ENSG00000115365	2	210427131.0	6.2852e-07	2.423e-15	1.304	-0.48863	-0.12116	0.0	0.0	0.0	8	0.0	0
ENSG00000115368	4369	ENSG00000115368	2	189441446.0	8.1629e-07	0.036897	0.556	1.1783	0.46831	0.0	0.0	0.0	4	0.0	0
ENSG00000115380	4370	ENSG00000115380	2	55865967.0	8.6867e-07	1.0	0.373	2.7165	-0.12598	1.0	0.0	0.0	8	1.0	1
ENSG00000115386	4371	ENSG00000115386	2	79120362.0	2.4414e-07	6.7459e-07	1.365	0.4031	-1.0668	0.0	0.0	0.0	4	0.0	0
ENSG00000115392	4372	ENSG00000115392	2	58159243.0	4.1862e-07	1.6815e-17	1.444	-0.81485	-1.1704	1.0	0.0	0.0	9	1.0	1
ENSG00000115414	4373	ENSG00000115414	2	215360440.0	2.651e-06	1.0	0.404	3.6666	0.91065	1.0	0.0	0.0	1	1.0	1
ENSG00000115415	4374	ENSG00000115415	2	190908460.0	8.0473e-07	1.0	0.271	7.0276	0.46421	1.0	0.0	0.0	8	1.0	1
ENSG00000115419	4375	ENSG00000115419	2	190880821.0	2.7311e-07	0.06309	1.234	-0.87192	-2.2188	1.0	0.0	0.0	7	1.0	1
ENSG00000115421	4376	ENSG00000115421	2	60756253.0	1.1579e-06	0.99638	0.471	2.753	-0.2769	0.0	0.0	0.0	8	0.0	0
ENSG00000115423	4377	ENSG00000115423	2	84516455.0	2.1912e-06	1.3689e-56	0.75	3.4249	1.7761	0.0	0.0	0.0	7	0.0	0
ENSG00000115425	4378	ENSG00000115425	2	215996329.0	2.8564e-07	1.0018e-05	1.739	-0.10899	0.49122	0.0	0.0	0.0	3	0.0	0
ENSG00000115446	4379	ENSG00000115446	2	98608579.0	6.9582e-07	1.3259e-06	1.011	1.5179	0.18011	0.0	0.0	0.0	5	0.0	0
ENSG00000115457	4380	ENSG00000115457	2	216632828.0	3.5614e-07	0.0038095	0.98	0.67465	-1.1979	0.0	0.0	0.0	8	0.0	0
ENSG00000115459	4381	ENSG00000115459	2	85354394.0	5.3502e-07	2.1153e-08	1.021	1.1518	1.7104	1.0	0.0	0.0	4	1.0	1
ENSG00000115461	4382	ENSG00000115461	2	216672105.0	2.3952e-07	0.0026019	1.019	-0.43584	-1.7584	0.0	0.0	0.0	9	0.0	0
ENSG00000115464	4383	ENSG00000115464	2	61187463.0	2.3751e-06	1.0	0.152	1.9038	-2.6364	0.0	0.0	0.0	2	0.0	0
ENSG00000115468	4384	ENSG00000115468	2	232606057.0	1.7113e-07	0.0040676	1.121	-0.58425	-1.5686	0.0	0.0	0.0	6	0.0	0
ENSG00000115474	4385	ENSG00000115474	2	232765802.0	5.2206e-07	0.62675	0.64	2.1909	0.58675	1.0	0.0	0.0	1	1.0	1
ENSG00000115484	4386	ENSG00000115484	2	61868085.0	5.078e-07	0.70055	0.647	1.0257	-0.028994	0.0	0.0	0.0	4	0.0	0
ENSG00000115486	4387	ENSG00000115486	2	85544720.0	1.0524e-06	2.2339e-15	0.888	1.7017	0.22353	1.0	0.0	0.0	5	1.0	1
ENSG00000115488	4388	ENSG00000115488	2	233032672.0	1.3471e-07	2.3118e-05	1.878	0.23274	0.82577	0.0	0.0	0.0	9	0.0	0
ENSG00000115504	4389	ENSG00000115504	2	62673851.0	1.4676e-06	0.0061801	0.557	1.6875	0.42559	0.0	1.0	0.0	6	1.0	-1
ENSG00000115507	4390	ENSG00000115507	2	63050057.0	2.5174e-07	0.97418	0.508	1.3955	0.37156	0.0	0.0	0.0	8	0.0	0
ENSG00000115514	4391	ENSG00000115514	2	99318982.0	1.7796e-07	0.96306	0.515	1.2722	1.2198	0.0	0.0	0.0	3	0.0	0
ENSG00000115520	4392	ENSG00000115520	2	197453493.0	5.6121e-08	0.50376	1.147	-0.027309	-0.48316	0.0	0.0	0.0	7	0.0	0
ENSG00000115523	4393	ENSG00000115523	2	85685175.0	3.0634e-07	0.00038381	1.552	0.2758	-0.30905	0.0	0.0	0.0	3	0.0	0
ENSG00000115524	4394	ENSG00000115524	2	197388515.0	1.5413e-06	1.0	0.1	9.8404	1.4534	0.0	0.0	0.0	6	0.0	0
ENSG00000115525	4395	ENSG00000115525	2	85837120.0	7.5948e-07	0.0016954	0.736	1.4714	0.29416	1.0	0.0	0.0	7	1.0	1
ENSG00000115526	4396	ENSG00000115526	2	100391860.0	8.9166e-07	5.1563e-06	0.936	1.2164	0.73943	0.0	0.0	0.0	7	0.0	0
ENSG00000115539	4397	ENSG00000115539	2	100562993.0	3.0846e-07	1.1018e-07	1.234	1.0346	1.2597	0.0	0.0	0.0	9	0.0	0
ENSG00000115540	4398	ENSG00000115540	2	197515571.0	3.1084e-07	0.99997	0.286	2.4637	-0.16311	0.0	0.0	0.0	10	0.0	0
ENSG00000115541	4399	ENSG00000115541	2	197500140.0	1.7963e-07	0.85612	0.633	1.1119	-0.030477	0.0	0.0	0.0	8	0.0	0
ENSG00000115548	4400	ENSG00000115548	2	86440647.0	1.167e-06	0.9949	0.469	2.8242	-0.76074	0.0	0.0	0.0	7	0.0	0
ENSG00000115556	4401	ENSG00000115556	2	218607855.0	9.7448e-07	1.2999e-13	0.803	1.9351	2.2222	0.0	0.0	0.0	1	0.0	0
ENSG00000115561	4402	ENSG00000115561	2	86503430.0	5.1947e-07	0.94017	0.543	1.4152	-0.021897	0.0	0.0	0.0	8	0.0	0
ENSG00000115568	4403	ENSG00000115568	2	218633329.0	1.8976e-06	8.1465999999999995e-22	0.832	2.1437	1.9842	1.0	0.0	0.0	6	1.0	1
ENSG00000115590	4404	ENSG00000115590	2	101991960.0	3.3989e-07	3.1594e-12	1.387	-0.021329	-0.33915	0.0	0.0	0.0	8	0.0	0
ENSG00000115592	4405	ENSG00000115592	2	218822308.0	7.4498e-07	1.7584e-09	0.895	0.2822	0.49884	0.0	1.0	0.0	8	1.0	-1
ENSG00000115593	4406	ENSG00000115593	2	88067825.0	5.4838e-07	9.0981e-16	1.156	0.023231	-1.0154	0.0	0.0	0.0	8	0.0	0
ENSG00000115594	4407	ENSG00000115594	2	102064544.0	2.4672e-07	0.71878	0.629	2.2471	-0.090605	1.0	0.0	0.0	10	1.0	1
ENSG00000115596	4408	ENSG00000115596	2	218859805.0	2.8815e-07	1.7597e-11	1.695	-1.0228	-2.5821	0.0	0.0	0.0	4	0.0	0
ENSG00000115598	4409	ENSG00000115598	2	102187006.0	8.6902e-07	3.9923000000000005e-19	1.246	0.053045	-0.81558	0.0	0.0	0.0	9	0.0	0
ENSG00000115602	4410	ENSG00000115602	2	102311502.0	3.4335e-07	8.5915e-06	1.063	-0.90161	-0.61396	0.0	0.0	0.0	10	0.0	0
ENSG00000115604	4411	ENSG00000115604	2	102311529.0	4.2148e-07	2.6655e-06	1.155	1.2767	-0.016361	0.0	0.0	0.0	1	0.0	0
ENSG00000115607	4412	ENSG00000115607	2	102418689.0	9.0228e-07	3.6502e-08	0.839	0.86894	0.27396	0.0	0.0	0.0	2	0.0	0
ENSG00000115616	4413	ENSG00000115616	2	102619553.0	1.2385e-06	2.3591e-05	0.77	2.2545	0.098998	0.0	0.0	0.0	4	0.0	0
ENSG00000115641	4414	ENSG00000115641	2	105357712.0	2.6677e-07	0.00032004	0.844	1.1934	0.66183	0.0	0.0	0.0	1	0.0	0
ENSG00000115648	4415	ENSG00000115648	2	237485428.0	1.096e-06	1.1798e-11	0.856	0.59986	0.68729	1.0	0.0	0.0	6	1.0	1
ENSG00000115649	4416	ENSG00000115649	2	219171897.0	8.4888e-07	1.2513e-10	1.039	0.2659	0.26918	0.0	0.0	0.0	8	0.0	0
ENSG00000115652	4417	ENSG00000115652	2	106093308.0	4.9672e-07	3.6276e-05	0.805	1.4533	-0.67743	0.0	0.0	0.0	4	0.0	0
ENSG00000115657	4418	ENSG00000115657	2	219209772.0	1.5038e-06	2.0017000000000002e-25	0.984	0.90031	-0.63678	1.0	1.0	0.0	5	2.0	1
ENSG00000115661	4419	ENSG00000115661	2	219245455.0	6.6844e-07	1.769e-07	0.98	1.0845	1.2392	0.0	0.0	0.0	4	0.0	0
ENSG00000115665	4420	ENSG00000115665	2	107986523.0	6.4559e-07	0.99738	0.462	2.9987	0.32567	1.0	0.0	0.0	2	1.0	1
ENSG00000115677	4421	ENSG00000115677	2	241227264.0	1.3243e-06	1.0	0.283	5.1351	0.20077	0.0	0.0	0.0	4	0.0	0
ENSG00000115685	4422	ENSG00000115685	2	241149576.0	6.0805e-07	0.90766	0.542	2.5471	0.40819	0.0	0.0	0.0	2	0.0	0
ENSG00000115687	4423	ENSG00000115687	2	241106099.0	1.6009e-06	1.5221e-32	1.03	1.2316	1.3001	0.0	0.0	0.0	1	0.0	0
ENSG00000115694	4424	ENSG00000115694	2	241492670.0	1.0231e-06	0.00025893	0.704	2.5215	0.074369	0.0	0.0	0.0	7	0.0	0
ENSG00000115705	4425	ENSG00000115705	2	1374066.0	1.3543e-06	1.5267999999999998e-21	0.968	0.32831	-0.27418	1.0	0.0	0.0	1	1.0	1
ENSG00000115718	4426	ENSG00000115718	2	127418427.0	6.2126e-07	2.1926e-05	0.894	1.6178	0.89982	1.0	0.0	0.0	9	1.0	1
ENSG00000115738	4427	ENSG00000115738	2	8678845.0	1.0081e-07	0.72275	0.758	0.56729	-2.1146	0.0	0.0	0.0	4	0.0	0
ENSG00000115750	4428	ENSG00000115750	2	9843443.0	8.9364e-07	1.7732e-06	0.73	0.92082	0.45504	0.0	0.0	0.0	10	0.0	0
ENSG00000115756	4429	ENSG00000115756	2	10302889.0	1.7225e-07	0.051388	0.943	2.5616	0.268	0.0	0.0	0.0	4	0.0	0
ENSG00000115758	4430	ENSG00000115758	2	10439968.0	3.9649e-07	0.23096	0.617	1.7383	0.21801	1.0	0.0	0.0	3	1.0	1
ENSG00000115760	4431	ENSG00000115760	2	32357023.0	1.9771e-06	1.0	0.213	2.4258	-1.944	0.0	0.0	0.0	8	0.0	0
ENSG00000115761	4432	ENSG00000115761	2	10562347.0	6.6035e-07	3.8123e-09	1.007	0.31565	-0.087644	0.0	0.0	0.0	5	0.0	0
ENSG00000115762	4433	ENSG00000115762	2	131104847.0	4.2554e-07	0.00021155	1.236	0.52479	0.22219	0.0	0.0	0.0	5	0.0	0
ENSG00000115806	4434	ENSG00000115806	2	170928464.0	5.0738e-07	0.52213	0.724	0.91876	-0.42285	0.0	0.0	0.0	2	0.0	0
ENSG00000115808	4435	ENSG00000115808	2	36837698.0	1.045e-06	2.9917e-06	0.686	-0.86388	-2.5527	0.0	0.0	0.0	5	0.0	0
ENSG00000115816	4436	ENSG00000115816	2	37201612.0	8.8515e-07	3.6364e-14	0.923	-1.632	-0.85996	0.0	0.0	0.0	10	0.0	0
ENSG00000115825	4437	ENSG00000115825	2	37250502.0	1.119e-06	8.7191e-06	0.682	0.9381	-0.73887	0.0	0.0	0.0	2	0.0	0
ENSG00000115827	4438	ENSG00000115827	2	171434217.0	4.915e-07	3.4768e-07	0.855	0.92354	0.14346	1.0	0.0	0.0	8	1.0	1
ENSG00000115828	4439	ENSG00000115828	2	37342827.0	7.3657e-07	1.4995e-14	1.3	-1.2459	0.35897	0.0	0.0	0.0	3	0.0	0
ENSG00000115839	4440	ENSG00000115839	2	135052289.0	1.4853e-06	5.1538e-17	0.798	2.0402	1.5282	1.0	0.0	0.0	6	1.0	1
ENSG00000115840	4441	ENSG00000115840	2	171783405.0	9.5803e-07	0.87613	0.525	3.0138	0.53821	1.0	0.0	0.0	10	1.0	1
ENSG00000115841	4442	ENSG00000115841	2	37923187.0	1.5655e-07	2.7469e-07	1.585	-1.0572	-0.43051	0.0	0.0	0.0	5	0.0	0
ENSG00000115844	4443	ENSG00000115844	2	172099438.0	2.8951e-07	0.95772	0.529	0.31064	-0.70117	0.0	0.0	0.0	9	0.0	0
ENSG00000115850	4444	ENSG00000115850	2	135787850.0	1.8154e-06	1.7232e-11	0.62	4.9902	2.5244	1.0	0.0	0.0	7	1.0	1
ENSG00000115866	4445	ENSG00000115866	2	135905881.0	5.2466e-07	4.0557e-06	1.023	0.94301	0.25015	1.0	0.0	0.0	9	1.0	1
ENSG00000115875	4446	ENSG00000115875	2	38743599.0	1.0596e-06	0.88629	0.545	2.8041	-1.2073	0.0	0.0	0.0	8	0.0	0
ENSG00000115884	4447	ENSG00000115884	2	20200797.0	4.4955e-07	0.0042022	0.879	-0.26508	-1.5221	0.0	0.0	0.0	1	0.0	0
ENSG00000115896	4448	ENSG00000115896	2	197804593.0	8.3428e-07	8.0292e-05	0.663	1.6911	0.010082	0.0	0.0	0.0	3	0.0	0
ENSG00000115902	4449	ENSG00000115902	2	64988477.0	5.1538e-07	0.0038535	0.795	1.4682	-0.1253	1.0	0.0	0.0	7	1.0	1
ENSG00000115904	4450	ENSG00000115904	2	38962206.0	1.3243e-06	1.0	0.288	2.3433	0.56461	1.0	0.0	0.0	10	1.0	1
ENSG00000115919	4451	ENSG00000115919	2	142877657.0	4.9941e-07	1.0563e-08	1.364	0.10945	0.78504	1.0	0.0	0.0	2	1.0	1
ENSG00000115935	4452	ENSG00000115935	2	174559572.0	6.8398e-07	0.83225	0.565	1.3937	0.45318	1.0	0.0	0.0	4	1.0	1
ENSG00000115942	4453	ENSG00000115942	2	200908977.0	5.8245e-07	0.58481	0.649	1.0126	0.56649	0.0	0.0	0.0	5	0.0	0
ENSG00000115944	4454	ENSG00000115944	2	42333546.0	2.9258e-07	6.8896e-08	1.765	-0.97041	-0.25502	0.0	0.0	0.0	9	0.0	0
ENSG00000115946	4455	ENSG00000115946	2	68157888.0	1.9697e-07	0.058907	0.999	0.39898	0.8434	0.0	0.0	0.0	1	0.0	0
ENSG00000115947	4456	ENSG00000115947	2	147930396.0	9.343e-08	0.0050398	1.532	0.2977	0.59357	1.0	0.0	0.0	4	1.0	1
ENSG00000115956	4457	ENSG00000115956	2	68365282.0	5.2009e-07	0.012326	0.809	0.50143	0.50569	0.0	0.0	0.0	4	0.0	0
ENSG00000115963	4458	ENSG00000115963	2	150468195.0	3.2843e-07	0.95082	0.533	1.4522	-0.15454	0.0	0.0	0.0	1	0.0	0
ENSG00000115966	4459	ENSG00000115966	2	175072250.0	6.6268e-07	0.85889	0.539	2.6587	0.51141	0.0	0.0	0.0	8	0.0	0
ENSG00000115970	4460	ENSG00000115970	2	43230851.0	1.4591e-06	1.1886e-66	1.178	-4.3399	-2.8973	0.0	0.0	0.0	3	0.0	0
ENSG00000115977	4461	ENSG00000115977	2	69457997.0	8.5037e-07	0.99999	0.406	2.6964	-0.19531	0.0	0.0	0.0	2	0.0	0
ENSG00000115993	4462	ENSG00000115993	2	201377207.0	1.6291e-06	8.2754e-17	0.893	1.3212	0.4685	0.0	0.0	0.0	9	0.0	0
ENSG00000115998	4463	ENSG00000115998	2	70149885.0	6.1211e-07	5.6528e-05	0.975	0.90097	1.2626	0.0	0.0	0.0	9	0.0	0
ENSG00000116001	4464	ENSG00000116001	2	70209444.0	6.8021e-07	0.9488	0.517	2.0506	0.41278	1.0	0.0	0.0	2	1.0	1
ENSG00000116005	4465	ENSG00000116005	2	70257386.0	5.135e-07	2.4721e-12	1.403	-0.2951	0.3923	0.0	0.0	0.0	10	0.0	0
ENSG00000116014	4466	ENSG00000116014	19	917287.0	2.1913e-07	7.6812e-10	1.891	-4.0215	-3.8727	1.0	0.0	0.0	10	1.0	1
ENSG00000116016	4467	ENSG00000116016	2	46293667.0	1.0441e-06	1.0	0.366	0.22063	-1.1221	1.0	0.0	0.0	1	1.0	1
ENSG00000116017	4468	ENSG00000116017	19	925781.0	8.5403e-07	0.99829	0.442	0.66049	-2.0352	0.0	0.0	0.0	5	0.0	0
ENSG00000116030	4469	ENSG00000116030	2	202206182.0	4.4418e-08	0.63811	1.064	1.2868	-0.39372	1.0	0.0	0.0	3	1.0	1
ENSG00000116031	4470	ENSG00000116031	2	70830211.0	7.6892e-07	7.4759e-09	1.205	0.39426	-0.3953	0.0	1.0	0.0	7	1.0	-1
ENSG00000116032	4471	ENSG00000116032	19	1000419.0	1.0416e-06	2.4074000000000002e-35	1.754	-5.0608	-4.794	0.0	0.0	0.0	7	0.0	0
ENSG00000116035	4472	ENSG00000116035	2	70900576.0	1.7581e-07	0.00046861	1.508	-2.0296	-0.60445	0.0	0.0	0.0	6	0.0	0
ENSG00000116039	4473	ENSG00000116039	2	70935900.0	1.2618e-06	6.0984e-09	0.827	1.0217	1.0621	1.0	0.0	0.0	4	1.0	1
ENSG00000116044	4474	ENSG00000116044	2	177218667.0	5.0492e-07	0.5022	0.575	2.2152	0.80849	1.0	0.0	0.0	2	1.0	1
ENSG00000116062	4475	ENSG00000116062	2	47695530.0	1.3738e-06	7.9694e-20	0.841	-3.8555	-4.7675	1.0	1.0	0.0	9	2.0	1
ENSG00000116095	4476	ENSG00000116095	2	178480457.0	5.4931e-07	0.10475	0.695	1.8111	0.9878	0.0	0.0	0.0	3	0.0	0
ENSG00000116096	4477	ENSG00000116096	2	72887382.0	2.4922e-07	5.9067e-06	1.528	-0.70049	-1.9487	1.0	0.0	0.0	9	1.0	1
ENSG00000116106	4478	ENSG00000116106	2	221418027.0	1.5134e-06	1.0	0.256	4.0297	0.83613	0.0	0.0	0.0	5	0.0	0
ENSG00000116117	4479	ENSG00000116117	2	204545475.0	1.675e-06	9.038e-21	0.912	-0.78129	-0.45706	0.0	0.0	0.0	4	0.0	0
ENSG00000116120	4480	ENSG00000116120	2	222566899.0	2.9961e-07	0.0073883	1.131	0.31792	-0.25833	1.0	0.0	0.0	4	1.0	1
ENSG00000116127	4481	ENSG00000116127	2	73385758.0	3.2653e-06	2.1295e-65	0.825	-1.692	-0.036549	1.0	0.0	0.0	10	1.0	1
ENSG00000116128	4482	ENSG00000116128	1	147541501.0	1.1836e-06	1.0	0.374	1.3117	-0.038216	0.0	0.0	0.0	10	0.0	0
ENSG00000116132	4483	ENSG00000116132	1	170662728.0	4.9649e-07	0.89189	0.571	1.192	-0.9744	1.0	0.0	0.0	4	1.0	1
ENSG00000116133	4484	ENSG00000116133	1	54849627.0	1.0582e-06	0.048572	0.597	2.3914	0.94854	1.0	0.0	0.0	10	1.0	1
ENSG00000116138	4485	ENSG00000116138	1	15526813.0	1.3004e-06	3.2137e-18	0.933	1.4844	1.3885	0.0	0.0	0.0	3	0.0	0
ENSG00000116141	4486	ENSG00000116141	1	220528136.0	8.7757e-07	0.32824	0.577	2.7933	1.255	0.0	0.0	0.0	6	0.0	0
ENSG00000116147	4487	ENSG00000116147	1	175315194.0	2.6837e-06	1.0	0.373	2.4079	0.61034	1.0	0.0	0.0	3	1.0	1
ENSG00000116151	4488	ENSG00000116151	1	2321253.0	7.9707e-07	6.687e-24	1.391	-1.542	-1.1755	0.0	0.0	0.0	2	0.0	0
ENSG00000116157	4489	ENSG00000116157	1	52602371.0	8.3538e-07	3.0677e-09	1.57	-0.3373	-0.80901	0.0	0.0	0.0	2	0.0	0
ENSG00000116161	4490	ENSG00000116161	1	174999163.0	2.0755e-07	0.0070348	1.441	0.80172	0.33071	0.0	0.0	0.0	2	0.0	0
ENSG00000116171	4491	ENSG00000116171	1	52927276.0	2.5614e-07	8.1505e-06	0.944	0.80305	-0.046779	1.0	0.0	0.0	6	1.0	1
ENSG00000116176	4492	ENSG00000116176	16	1221651.0	3.3167e-07	1.7948e-22	1.982	-3.5376	-4.1299	0.0	0.0	0.0	3	0.0	0
