chrom	chromStart	chromEnd	ENSG_ID	geneName	pLI	zscore_mis	zscore_syn	loeuf	missense	synonymous
chr3	44555207	44572158	ENSG00000196345	ZKSCAN7	0.0	0.15	-1.46	0.72	Missense exp: 389.1, obs: 381, Z = 0.15, o/e = 0.98 (0.90 - 1.07)	Synonymous exp: 141.0, obs: 163, Z = -1.46, o/e = 1.16 (1.02 - 1.32)
chr3	44565558	44594173	ENSG00000273303	RP11-944L7.5	0.09	0.2	-0.95	1.31	Missense exp: 59.4, obs: 55, Z = 0.20, o/e = 0.93 (0.74 - 1.16)	Synonymous exp: 20.5, obs: 26, Z = -0.95, o/e = 1.27 (0.93 - 1.74)
chr3	44584963	44599694	ENSG00000144792	ZNF660	0.0	0.45	-0.2	1.6	Missense exp: 177.9, obs: 161, Z = 0.45, o/e = 0.90 (0.80 - 1.03)	Synonymous exp: 60.0, obs: 62, Z = -0.20, o/e = 1.03 (0.84 - 1.28)
chr3	44628987	44645262	ENSG00000186448	ZNF197	0.0	0.85	0.65	0.95	Missense exp: 539.8, obs: 484, Z = 0.85, o/e = 0.90 (0.83 - 0.97)	Synonymous exp: 190.4, obs: 179, Z = 0.65, o/e = 0.94 (0.83 - 1.06)
chr3	44648731	44660791	ENSG00000169981	ZNF35	0.04	1.36	-0.61	0.6	Missense exp: 275.5, obs: 212, Z = 1.36, o/e = 0.77 (0.69 - 0.86)	Synonymous exp: 101.2, obs: 109, Z = -0.61, o/e = 1.08 (0.92 - 1.26)
chr3	44712645	44723831	ENSG00000196653	ZNF502	0.0	0.62	1.36	1.14	Missense exp: 281.2, obs: 252, Z = 0.62, o/e = 0.90 (0.81 - 0.99)	Synonymous exp: 92.7, obs: 76, Z = 1.36, o/e = 0.82 (0.68 - 0.99)
chr3	44729595	44737083	ENSG00000186446	ZNF501	0.28	-0.53	-0.7	0.79	Missense exp: 143.2, obs: 161, Z = -0.53, o/e = 1.12 (0.99 - 1.28)	Synonymous exp: 46.0, obs: 52, Z = -0.70, o/e = 1.13 (0.90 - 1.42)
chr3	44748743	44761619	ENSG00000163807	KIAA1143	0.01	-0.04	-1.76	1.32	Missense exp: 82.0, obs: 83, Z = -0.04, o/e = 1.01 (0.85 - 1.21)	Synonymous exp: 32.3, obs: 45, Z = -1.76, o/e = 1.39 (1.10 - 1.77)
chr3	44761793	44853256	ENSG00000163808	KIF15	0.0	1.57	1.53	0.79	Missense exp: 682.2, obs: 567, Z = 1.57, o/e = 0.83 (0.78 - 0.89)	Synonymous exp: 246.6, obs: 216, Z = 1.53, o/e = 0.88 (0.78 - 0.98)
chr3	44861911	44865664	ENSG00000169964	TMEM42	0.08	0.14	0.05	1.4	Missense exp: 70.3, obs: 67, Z = 0.14, o/e = 0.95 (0.78 - 1.17)	Synonymous exp: 28.3, obs: 28, Z = 0.05, o/e = 0.99 (0.73 - 1.35)
chr3	44874607	44914990	ENSG00000163810	TGM4	0.0	0.01	-0.78	1.21	Missense exp: 386.8, obs: 386, Z = 0.01, o/e = 1.00 (0.92 - 1.09)	Synonymous exp: 163.3, obs: 176, Z = -0.78, o/e = 1.08 (0.95 - 1.22)
chr3	44924845	44976182	ENSG00000163812	ZDHHC3	0.03	2.08	0.49	0.64	Missense exp: 193.2, obs: 112, Z = 2.08, o/e = 0.58 (0.50 - 0.68)	Synonymous exp: 73.4, obs: 68, Z = 0.49, o/e = 0.93 (0.76 - 1.13)
chr3	44976243	45011471	ENSG00000075914	EXOSC7	0.0	-0.24	1.43	1.09	Missense exp: 166.4, obs: 175, Z = -0.24, o/e = 1.05 (0.93 - 1.19)	Synonymous exp: 65.8, obs: 51, Z = 1.43, o/e = 0.78 (0.62 - 0.98)
chr3	45026302	45036071	ENSG00000163815	CLEC3B	0.0	1.33	1.05	1.34	Missense exp: 129.8, obs: 87, Z = 1.33, o/e = 0.67 (0.56 - 0.80)	Synonymous exp: 59.3, obs: 49, Z = 1.05, o/e = 0.83 (0.66 - 1.05)
chr3	45082276	45146378	ENSG00000163814	CDCP1	0.0	1.37	0.84	0.65	Missense exp: 479.6, obs: 395, Z = 1.37, o/e = 0.82 (0.76 - 0.90)	Synonymous exp: 202.2, obs: 187, Z = 0.84, o/e = 0.92 (0.82 - 1.04)
chr3	45224465	45226287	ENSG00000249992	TMEM158	0.15	1.09	0.96	1.74	Missense exp: 47.1, obs: 26, Z = 1.09, o/e = 0.55 (0.40 - 0.77)	Synonymous exp: 21.7, obs: 16, Z = 0.96, o/e = 0.74 (0.50 - 1.12)
chr3	45594750	45686341	ENSG00000144791	LIMD1	0.42	0.48	-0.41	0.44	Missense exp: 394.7, obs: 368, Z = 0.48, o/e = 0.93 (0.85 - 1.02)	Synonymous exp: 166.3, obs: 173, Z = -0.41, o/e = 1.04 (0.92 - 1.18)
chr3	45689395	45745409	ENSG00000211456	SACM1L	0.7	1.99	0.75	0.37	Missense exp: 307.2, obs: 209, Z = 1.99, o/e = 0.68 (0.61 - 0.76)	Synonymous exp: 105.8, obs: 96, Z = 0.75, o/e = 0.91 (0.77 - 1.07)
chr3	45755448	45796536	ENSG00000163817	SLC6A20	0.0	0.5	-0.88	1.26	Missense exp: 359.5, obs: 333, Z = 0.50, o/e = 0.93 (0.85 - 1.01)	Synonymous exp: 165.7, obs: 180, Z = -0.88, o/e = 1.09 (0.96 - 1.23)
chr3	45823315	45842119	ENSG00000163818	LZTFL1	0.06	1.65	1.18	0.57	Missense exp: 144.8, obs: 89, Z = 1.65, o/e = 0.61 (0.52 - 0.73)	Synonymous exp: 52.9, obs: 42, Z = 1.18, o/e = 0.79 (0.62 - 1.03)
chr3	45886542	45903174	ENSG00000173585	CCR9	0.0	0.96	0.68	1.13	Missense exp: 203.3, obs: 165, Z = 0.96, o/e = 0.81 (0.71 - 0.92)	Synonymous exp: 80.7, obs: 73, Z = 0.68, o/e = 0.90 (0.75 - 1.10)
chr3	45917902	45995824	ENSG00000163820	FYCO1	0.0	0.17	0.72	0.91	Missense exp: 777.6, obs: 764, Z = 0.17, o/e = 0.98 (0.93 - 1.04)	Synonymous exp: 335.9, obs: 319, Z = 0.72, o/e = 0.95 (0.87 - 1.04)
chr3	45945018	45947823	ENSG00000172215	CXCR6	0.0	1.28	-0.76	1.55	Missense exp: 178.0, obs: 130, Z = 1.28, o/e = 0.73 (0.63 - 0.84)	Synonymous exp: 71.8, obs: 80, Z = -0.76, o/e = 1.11 (0.93 - 1.34)
chr3	46017006	46027483	ENSG00000173578	XCR1	0.02	1.12	0.32	1.08	Missense exp: 202.9, obs: 158, Z = 1.12, o/e = 0.78 (0.68 - 0.89)	Synonymous exp: 92.9, obs: 89, Z = 0.32, o/e = 0.96 (0.81 - 1.14)
chr3	46201710	46208313	ENSG00000163823	CCR1	0.39	1.17	-0.64	0.69	Missense exp: 202.9, obs: 156, Z = 1.17, o/e = 0.77 (0.67 - 0.88)	Synonymous exp: 89.4, obs: 97, Z = -0.64, o/e = 1.09 (0.92 - 1.28)
chr3	46242380	46266706	ENSG00000183625	CCR3	0.0	0.1	-0.81	1.36	Missense exp: 208.9, obs: 205, Z = 0.10, o/e = 0.98 (0.88 - 1.10)	Synonymous exp: 88.3, obs: 98, Z = -0.81, o/e = 1.11 (0.94 - 1.31)
chr3	46407557	46409523	ENSG00000121797	CCRL2	0.37	-0.41	0.12	1.78	Missense exp: 187.4, obs: 203, Z = -0.41, o/e = 1.08 (0.96 - 1.22)	Synonymous exp: 78.3, obs: 77, Z = 0.12, o/e = 0.98 (0.82 - 1.19)
chr3	46435644	46464905	ENSG00000012223	LTF	0.0	-0.23	-0.56	1.16	Missense exp: 419.0, obs: 432, Z = -0.23, o/e = 1.03 (0.95 - 1.12)	Synonymous exp: 173.7, obs: 183, Z = -0.56, o/e = 1.05 (0.93 - 1.19)
chr3	46497975	46500950	ENSG00000163825	RTP3	0.2	0.34	0.87	1.53	Missense exp: 126.9, obs: 116, Z = 0.34, o/e = 0.91 (0.79 - 1.07)	Synonymous exp: 45.4, obs: 38, Z = 0.87, o/e = 0.84 (0.64 - 1.10)
chr3	46515384	46566302	ENSG00000163827	LRRC2	0.0	0.93	-0.85	1.14	Missense exp: 199.0, obs: 162, Z = 0.93, o/e = 0.81 (0.72 - 0.93)	Synonymous exp: 75.6, obs: 85, Z = -0.85, o/e = 1.12 (0.94 - 1.35)
chr3	46577787	46582457	ENSG00000241186	TDGF1	0.0	-0.06	-0.51	1.92	Missense exp: 107.1, obs: 109, Z = -0.06, o/e = 1.02 (0.87 - 1.19)	Synonymous exp: 38.9, obs: 43, Z = -0.51, o/e = 1.10 (0.86 - 1.42)
chr3	46668994	46693679	ENSG00000178038	ALS2CL	0.0	0.17	0.65	1.08	Missense exp: 564.3, obs: 553, Z = 0.17, o/e = 0.98 (0.91 - 1.05)	Synonymous exp: 254.2, obs: 241, Z = 0.65, o/e = 0.95 (0.85 - 1.05)
chr3	46712114	46812574	ENSG00000206549	PRSS50	0.0	0.66	-0.31	0.99	Missense exp: 244.9, obs: 216, Z = 0.66, o/e = 0.88 (0.79 - 0.99)	Synonymous exp: 107.0, obs: 111, Z = -0.31, o/e = 1.04 (0.89 - 1.22)
chr3	46742349	46750891	ENSG00000188086	PRSS45	0.0	-0.22	0.38	1.61	Missense exp: 127.9, obs: 135, Z = -0.22, o/e = 1.06 (0.92 - 1.22)	Synonymous exp: 46.3, obs: 43, Z = 0.38, o/e = 0.93 (0.73 - 1.20)
chr3	46857871	46863442	ENSG00000160808	MYL3	0.09	0.76	-0.96	0.9	Missense exp: 114.8, obs: 92, Z = 0.76, o/e = 0.80 (0.68 - 0.95)	Synonymous exp: 43.0, obs: 51, Z = -0.96, o/e = 1.19 (0.95 - 1.50)
chr3	46883356	46903794	ENSG00000160801	PTH1R	0.57	1.65	0.06	0.41	Missense exp: 360.2, obs: 272, Z = 1.65, o/e = 0.76 (0.68 - 0.83)	Synonymous exp: 153.0, obs: 152, Z = 0.06, o/e = 0.99 (0.87 - 1.14)
chr3	46921725	46981982	ENSG00000160799	CCDC12	0.04	0.42	-0.12	0.85	Missense exp: 100.8, obs: 89, Z = 0.42, o/e = 0.88 (0.74 - 1.05)	Synonymous exp: 42.0, obs: 43, Z = -0.12, o/e = 1.02 (0.80 - 1.32)
chr3	46979665	47009701	ENSG00000160796	NBEAL2	0.06	2.39	0.0	0.32	Missense exp: 1659.3, obs: 1385, Z = 2.39, o/e = 0.83 (0.80 - 0.87)	Synonymous exp: 706.1, obs: 706, Z = 0.00, o/e = 1.00 (0.94 - 1.06)
chr3	47016435	47164113	ENSG00000181555	SETD2	1.0	3.05	0.45	0.21	Missense exp: 1322.7, obs: 1011, Z = 3.05, o/e = 0.76 (0.72 - 0.81)	Synonymous exp: 471.5, obs: 459, Z = 0.45, o/e = 0.97 (0.90 - 1.05)
chr3	47282943	47346816	ENSG00000114648	KLHL18	0.08	2.01	0.79	0.51	Missense exp: 372.0, obs: 263, Z = 2.01, o/e = 0.71 (0.64 - 0.78)	Synonymous exp: 148.2, obs: 136, Z = 0.79, o/e = 0.92 (0.80 - 1.06)
chr3	47381020	47413435	ENSG00000076201	PTPN23	0.03	1.33	-1.75	0.37	Missense exp: 989.8, obs: 872, Z = 1.33, o/e = 0.88 (0.83 - 0.93)	Synonymous exp: 426.1, obs: 472, Z = -1.75, o/e = 1.11 (1.03 - 1.20)
chr3	47413680	47475941	ENSG00000114650	SCAP	0.0	2.57	0.36	0.52	Missense exp: 793.7, obs: 590, Z = 2.57, o/e = 0.74 (0.69 - 0.80)	Synonymous exp: 348.6, obs: 340, Z = 0.36, o/e = 0.98 (0.89 - 1.07)
chr3	47495639	47513712	ENSG00000163832	ELP6	0.0	0.4	1.21	1.06	Missense exp: 156.2, obs: 142, Z = 0.40, o/e = 0.91 (0.79 - 1.04)	Synonymous exp: 67.7, obs: 55, Z = 1.21, o/e = 0.81 (0.65 - 1.02)
chr3	47562238	47580792	ENSG00000114646	CSPG5	0.06	1.34	1.04	0.65	Missense exp: 318.4, obs: 251, Z = 1.34, o/e = 0.79 (0.71 - 0.88)	Synonymous exp: 139.7, obs: 124, Z = 1.04, o/e = 0.89 (0.77 - 1.03)
chr3	47585268	47781893	ENSG00000173473	SMARCC1	1.0	2.45	0.24	0.12	Missense exp: 607.7, obs: 438, Z = 2.45, o/e = 0.72 (0.67 - 0.78)	Synonymous exp: 216.4, obs: 212, Z = 0.24, o/e = 0.98 (0.88 - 1.10)
chr3	47803137	47850193	ENSG00000132153	DHX30	1.0	5.3	-1.38	0.12	Missense exp: 763.9, obs: 352, Z = 5.30, o/e = 0.46 (0.42 - 0.50)	Synonymous exp: 316.7, obs: 348, Z = -1.38, o/e = 1.10 (1.01 - 1.20)
chr3	47851867	48089272	ENSG00000047849	MAP4	0.85	0.69	0.72	0.35	Missense exp: 625.6, obs: 577, Z = 0.69, o/e = 0.92 (0.86 - 0.99)	Synonymous exp: 240.2, obs: 226, Z = 0.72, o/e = 0.94 (0.84 - 1.05)
chr3	48157145	48188417	ENSG00000164045	CDC25A	0.84	2.22	-0.29	0.38	Missense exp: 284.2, obs: 179, Z = 2.22, o/e = 0.63 (0.56 - 0.71)	Synonymous exp: 103.3, obs: 107, Z = -0.29, o/e = 1.04 (0.89 - 1.22)
chr3	48223346	48225491	ENSG00000164047	CAMP	0.0	0.16	-0.07	1.55	Missense exp: 102.6, obs: 98, Z = 0.16, o/e = 0.95 (0.81 - 1.13)	Synonymous exp: 40.4, obs: 41, Z = -0.07, o/e = 1.01 (0.79 - 1.32)
chr3	48241103	48270990	ENSG00000164048	ZNF589	0.0	0.06	0.76	1.51	Missense exp: 193.2, obs: 191, Z = 0.06, o/e = 0.99 (0.88 - 1.11)	Synonymous exp: 74.3, obs: 66, Z = 0.76, o/e = 0.89 (0.73 - 1.09)
chr3	48293263	48301358	ENSG00000172113	NME6	0.0	0.26	1.4	1.36	Missense exp: 116.9, obs: 109, Z = 0.26, o/e = 0.93 (0.80 - 1.09)	Synonymous exp: 40.3, obs: 29, Z = 1.40, o/e = 0.72 (0.54 - 0.98)
chr3	48306841	48333661	ENSG00000229453	SPINK8	0.0	0.05	-0.03	1.84	Missense exp: 44.0, obs: 43, Z = 0.05, o/e = 0.98 (0.77 - 1.26)	Synonymous exp: 14.9, obs: 15, Z = -0.03, o/e = 1.01 (0.67 - 1.55)
chr3	48372218	48394725	ENSG00000164049	FBXW12	0.0	0.4	1.33	1.04	Missense exp: 252.0, obs: 234, Z = 0.40, o/e = 0.93 (0.83 - 1.03)	Synonymous exp: 96.6, obs: 80, Z = 1.33, o/e = 0.83 (0.69 - 1.00)
chr3	48403855	48429463	ENSG00000164050	PLXNB1	0.0	3.23	-0.13	0.39	Missense exp: 1293.2, obs: 966, Z = 3.23, o/e = 0.75 (0.71 - 0.79)	Synonymous exp: 545.0, obs: 549, Z = -0.13, o/e = 1.01 (0.94 - 1.08)
chr3	48432172	48440119	ENSG00000164051	CCDC51	0.0	1.08	0.93	1.17	Missense exp: 236.6, obs: 190, Z = 1.08, o/e = 0.80 (0.71 - 0.91)	Synonymous exp: 93.5, obs: 82, Z = 0.93, o/e = 0.88 (0.73 - 1.05)
chr3	48440256	48444208	ENSG00000232112	TMA7	0.0	-0.1	-2.19	1.75	Missense exp: 32.4, obs: 34, Z = -0.10, o/e = 1.05 (0.80 - 1.40)	Synonymous exp: 12.3, obs: 22, Z = -2.19, o/e = 1.80 (1.22 - 1.97)
chr3	48446736	48467645	ENSG00000164053	ATRIP	0.0	1.05	1.09	0.64	Missense exp: 422.0, obs: 361, Z = 1.05, o/e = 0.86 (0.78 - 0.93)	Synonymous exp: 182.7, obs: 164, Z = 1.09, o/e = 0.90 (0.79 - 1.02)
chr3	48467875	48504174	ENSG00000164054	SHISA5	0.0	0.29	-0.29	1.44	Missense exp: 150.9, obs: 141, Z = 0.29, o/e = 0.93 (0.81 - 1.07)	Synonymous exp: 63.1, obs: 66, Z = -0.29, o/e = 1.05 (0.86 - 1.28)
chr3	48517683	48556803	ENSG00000114268	PFKFB4	0.0	1.36	0.85	0.96	Missense exp: 297.1, obs: 231, Z = 1.36, o/e = 0.78 (0.70 - 0.87)	Synonymous exp: 117.8, obs: 106, Z = 0.85, o/e = 0.90 (0.77 - 1.06)
chr3	48561717	48563781	ENSG00000145040	UCN2	0.04	0.19	-0.29	1.78	Missense exp: 65.3, obs: 61, Z = 0.19, o/e = 0.93 (0.76 - 1.16)	Synonymous exp: 28.0, obs: 30, Z = -0.29, o/e = 1.07 (0.80 - 1.45)
chr3	48564072	48595267	ENSG00000114270	COL7A1	0.0	1.59	0.41	0.59	Missense exp: 1782.9, obs: 1594, Z = 1.59, o/e = 0.89 (0.86 - 0.93)	Synonymous exp: 671.4, obs: 658, Z = 0.41, o/e = 0.98 (0.92 - 1.04)
chr3	48599001	48609646	ENSG00000010256	UQCRC1	0.02	0.56	-1.07	0.55	Missense exp: 302.2, obs: 275, Z = 0.56, o/e = 0.91 (0.82 - 1.01)	Synonymous exp: 116.3, obs: 131, Z = -1.07, o/e = 1.13 (0.98 - 1.30)
chr3	48620758	48621769	ENSG00000183396	TMEM89	0.77	-0.12	-0.56	0.61	Missense exp: 107.4, obs: 111, Z = -0.12, o/e = 1.03 (0.89 - 1.21)	Synonymous exp: 46.1, obs: 51, Z = -0.56, o/e = 1.11 (0.88 - 1.40)
chr3	48625722	48635461	ENSG00000225697	SLC26A6	0.0	0.62	-0.46	0.91	Missense exp: 446.7, obs: 410, Z = 0.62, o/e = 0.92 (0.85 - 1.00)	Synonymous exp: 191.8, obs: 200, Z = -0.46, o/e = 1.04 (0.93 - 1.17)
chr3	48636462	48662886	ENSG00000008300	CELSR3	1.0	4.08	2.01	0.24	Missense exp: 2076.8, obs: 1554, Z = 4.08, o/e = 0.75 (0.72 - 0.78)	Synonymous exp: 886.2, obs: 810, Z = 2.01, o/e = 0.91 (0.86 - 0.97)
chr3	48673843	48685915	ENSG00000213672	NCKIPSD	0.0	0.61	0.83	0.61	Missense exp: 435.6, obs: 400, Z = 0.61, o/e = 0.92 (0.84 - 1.00)	Synonymous exp: 183.3, obs: 169, Z = 0.83, o/e = 0.92 (0.81 - 1.05)
chr3	48688002	48717221	ENSG00000068745	IP6K2	0.97	2.63	1.2	0.32	Missense exp: 251.4, obs: 134, Z = 2.63, o/e = 0.53 (0.46 - 0.61)	Synonymous exp: 96.0, obs: 81, Z = 1.20, o/e = 0.84 (0.70 - 1.01)
chr3	48746585	48847874	ENSG00000114302	PRKAR2A	0.12	1.26	0.32	0.52	Missense exp: 219.7, obs: 167, Z = 1.26, o/e = 0.76 (0.67 - 0.86)	Synonymous exp: 80.7, obs: 77, Z = 0.32, o/e = 0.95 (0.79 - 1.15)
chr3	48856925	48898882	ENSG00000178537	SLC25A20	0.0	0.3	0.72	1.17	Missense exp: 162.9, obs: 152, Z = 0.30, o/e = 0.93 (0.82 - 1.07)	Synonymous exp: 61.2, obs: 54, Z = 0.72, o/e = 0.88 (0.71 - 1.11)
chr3	48918841	48986382	ENSG00000177479	ARIH2	0.99	3.58	0.39	0.28	Missense exp: 289.2, obs: 118, Z = 3.58, o/e = 0.41 (0.35 - 0.47)	Synonymous exp: 105.0, obs: 100, Z = 0.39, o/e = 0.95 (0.81 - 1.12)
chr3	48989888	49007115	ENSG00000178467	P4HTM	0.0	1.54	0.23	1.0	Missense exp: 332.1, obs: 253, Z = 1.54, o/e = 0.76 (0.69 - 0.84)	Synonymous exp: 137.5, obs: 134, Z = 0.23, o/e = 0.97 (0.85 - 1.12)
chr3	49007061	49015953	ENSG00000178252	WDR6	0.0	0.8	-0.14	0.74	Missense exp: 690.1, obs: 631, Z = 0.80, o/e = 0.91 (0.86 - 0.98)	Synonymous exp: 274.0, obs: 277, Z = -0.14, o/e = 1.01 (0.92 - 1.12)
chr3	49015487	49018580	ENSG00000178149	DALRD3	0.0	0.27	0.05	1.14	Missense exp: 281.9, obs: 269, Z = 0.27, o/e = 0.95 (0.86 - 1.06)	Synonymous exp: 116.7, obs: 116, Z = 0.05, o/e = 0.99 (0.85 - 1.16)
chr3	49022120	49023495	ENSG00000178057	NDUFAF3	0.01	-0.49	-0.47	1.07	Missense exp: 105.7, obs: 120, Z = -0.49, o/e = 1.14 (0.98 - 1.32)	Synonymous exp: 45.0, obs: 49, Z = -0.47, o/e = 1.09 (0.86 - 1.38)
chr3	49024324	49029398	ENSG00000178035	IMPDH2	0.0	2.5	-0.93	0.8	Missense exp: 297.5, obs: 176, Z = 2.50, o/e = 0.59 (0.52 - 0.67)	Synonymous exp: 110.5, obs: 123, Z = -0.93, o/e = 1.11 (0.96 - 1.29)
chr3	49029706	49094071	ENSG00000198218	QRICH1	1.0	3.71	-0.47	0.28	Missense exp: 426.7, obs: 211, Z = 3.71, o/e = 0.49 (0.44 - 0.55)	Synonymous exp: 170.2, obs: 178, Z = -0.47, o/e = 1.05 (0.93 - 1.18)
chr3	49095931	49104757	ENSG00000172053	QARS	0.0	0.22	-1.03	0.81	Missense exp: 451.2, obs: 438, Z = 0.22, o/e = 0.97 (0.90 - 1.05)	Synonymous exp: 167.0, obs: 184, Z = -1.03, o/e = 1.10 (0.98 - 1.25)
chr3	49108752	49120831	ENSG00000172046	USP19	1.0	1.99	1.63	0.2	Missense exp: 854.7, obs: 691, Z = 1.99, o/e = 0.81 (0.76 - 0.86)	Synonymous exp: 336.0, obs: 298, Z = 1.63, o/e = 0.89 (0.81 - 0.98)
chr3	49121113	49133118	ENSG00000172037	LAMB2	0.0	0.77	0.63	0.66	Missense exp: 1065.2, obs: 994, Z = 0.77, o/e = 0.93 (0.89 - 0.98)	Synonymous exp: 401.0, obs: 385, Z = 0.63, o/e = 0.96 (0.88 - 1.04)
chr3	49162534	49166331	ENSG00000177352	CCDC71	0.03	-0.36	-0.63	0.76	Missense exp: 271.2, obs: 288, Z = -0.36, o/e = 1.06 (0.96 - 1.17)	Synonymous exp: 105.7, obs: 114, Z = -0.63, o/e = 1.08 (0.93 - 1.26)
chr3	49171597	49176486	ENSG00000185909	KLHDC8B	0.0	1.59	0.51	1.04	Missense exp: 233.6, obs: 165, Z = 1.59, o/e = 0.71 (0.62 - 0.80)	Synonymous exp: 87.0, obs: 81, Z = 0.51, o/e = 0.93 (0.78 - 1.12)
chr3	49177633	49191858	ENSG00000236980	C3orf84	0.0	0.62	-0.47	1.42	Missense exp: 116.8, obs: 98, Z = 0.62, o/e = 0.84 (0.71 - 0.99)	Synonymous exp: 47.8, obs: 52, Z = -0.47, o/e = 1.09 (0.87 - 1.37)
chr3	49198886	49258104	ENSG00000173421	CCDC36	0.02	1.01	1.31	0.76	Missense exp: 293.8, obs: 245, Z = 1.01, o/e = 0.83 (0.75 - 0.93)	Synonymous exp: 111.7, obs: 94, Z = 1.31, o/e = 0.84 (0.71 - 1.00)
chr3	49260084	49261311	ENSG00000225399	RP11-3B7.1	-1.0	0.74	1.25	0.75	Missense exp: 72.9, obs: 55, Z = 0.74, o/e = 0.75 (0.61 - 0.94)	Synonymous exp: 32.0, obs: 23, Z = 1.25, o/e = 0.72 (0.52 - 1.02)
chr3	49268595	49277232	ENSG00000188315	C3orf62	0.0	0.17	0.29	1.36	Missense exp: 141.7, obs: 136, Z = 0.17, o/e = 0.96 (0.83 - 1.11)	Synonymous exp: 54.7, obs: 52, Z = 0.29, o/e = 0.95 (0.76 - 1.20)
chr3	49277143	49340053	ENSG00000114316	USP4	0.0	1.1	1.48	0.63	Missense exp: 540.9, obs: 469, Z = 1.10, o/e = 0.87 (0.80 - 0.94)	Synonymous exp: 209.3, obs: 182, Z = 1.48, o/e = 0.87 (0.77 - 0.98)
chr3	49357175	49358353	ENSG00000233276	GPX1	0.0	-0.3	-1.53	1.89	Missense exp: 125.6, obs: 135, Z = -0.30, o/e = 1.07 (0.93 - 1.24)	Synonymous exp: 58.1, obs: 73, Z = -1.53, o/e = 1.26 (1.04 - 1.53)
chr3	49359144	49411976	ENSG00000067560	RHOA	0.6	3.36	-0.43	0.66	Missense exp: 113.8, obs: 13, Z = 3.36, o/e = 0.11 (0.07 - 0.18)	Synonymous exp: 42.4, obs: 46, Z = -0.43, o/e = 1.08 (0.85 - 1.39)
chr3	49412422	49416476	ENSG00000145022	TCTA	0.0	0.08	-0.83	1.78	Missense exp: 59.7, obs: 58, Z = 0.08, o/e = 0.97 (0.79 - 1.21)	Synonymous exp: 27.5, obs: 33, Z = -0.83, o/e = 1.20 (0.91 - 1.60)
chr3	49416777	49422473	ENSG00000145020	AMT	0.0	-0.1	-0.47	0.79	Missense exp: 239.6, obs: 244, Z = -0.10, o/e = 1.02 (0.92 - 1.13)	Synonymous exp: 95.1, obs: 101, Z = -0.47, o/e = 1.06 (0.90 - 1.25)
chr3	49422332	49429324	ENSG00000145029	NICN1	0.04	0.77	-0.92	0.86	Missense exp: 130.7, obs: 106, Z = 0.77, o/e = 0.81 (0.69 - 0.95)	Synonymous exp: 51.6, obs: 60, Z = -0.92, o/e = 1.16 (0.94 - 1.44)
chr3	49470131	49535618	ENSG00000173402	DAG1	0.98	0.63	-1.34	0.3	Missense exp: 534.7, obs: 494, Z = 0.63, o/e = 0.92 (0.86 - 0.99)	Synonymous exp: 220.8, obs: 246, Z = -1.34, o/e = 1.11 (1.00 - 1.24)
chr3	49554476	49671549	ENSG00000164061	BSN	1.0	1.26	0.64	0.17	Missense exp: 2263.8, obs: 2095, Z = 1.26, o/e = 0.93 (0.89 - 0.96)	Synonymous exp: 950.0, obs: 925, Z = 0.64, o/e = 0.97 (0.92 - 1.03)
chr3	49674350	49683971	ENSG00000164062	APEH	0.0	1.21	1.13	0.83	Missense exp: 426.2, obs: 356, Z = 1.21, o/e = 0.84 (0.77 - 0.91)	Synonymous exp: 165.5, obs: 147, Z = 1.13, o/e = 0.89 (0.78 - 1.02)
chr3	49683946	49689474	ENSG00000173531	MST1	0.0	-0.53	-1.05	1.03	Missense exp: 450.3, obs: 482, Z = -0.53, o/e = 1.07 (0.99 - 1.15)	Synonymous exp: 173.5, obs: 191, Z = -1.05, o/e = 1.10 (0.98 - 1.24)
chr3	49689556	49721529	ENSG00000164068	RNF123	0.0	1.65	0.36	0.43	Missense exp: 803.7, obs: 672, Z = 1.65, o/e = 0.84 (0.78 - 0.89)	Synonymous exp: 326.3, obs: 318, Z = 0.36, o/e = 0.97 (0.89 - 1.07)
chr3	49719923	49723951	ENSG00000173540	GMPPB	0.0	1.02	-0.45	1.09	Missense exp: 250.4, obs: 205, Z = 1.02, o/e = 0.82 (0.73 - 0.92)	Synonymous exp: 102.2, obs: 108, Z = -0.45, o/e = 1.06 (0.90 - 1.24)
chr3	49724293	49786542	ENSG00000176095	IP6K1	0.93	2.44	0.15	0.37	Missense exp: 288.6, obs: 172, Z = 2.44, o/e = 0.60 (0.53 - 0.68)	Synonymous exp: 113.1, obs: 111, Z = 0.15, o/e = 0.98 (0.84 - 1.15)
chr3	49790731	49799873	ENSG00000187492	CDHR4	0.0	2.18	1.69	0.97	Missense exp: 449.2, obs: 319, Z = 2.18, o/e = 0.71 (0.65 - 0.78)	Synonymous exp: 184.2, obs: 155, Z = 1.69, o/e = 0.84 (0.74 - 0.96)
chr3	49803260	49805030	ENSG00000185614	FAM212A	0.0	0.8	0.62	1.31	Missense exp: 172.5, obs: 143, Z = 0.80, o/e = 0.83 (0.72 - 0.95)	Synonymous exp: 63.3, obs: 57, Z = 0.62, o/e = 0.90 (0.73 - 1.12)
chr3	49805208	49813953	ENSG00000182179	UBA7	0.0	0.99	0.31	0.89	Missense exp: 573.6, obs: 507, Z = 0.99, o/e = 0.88 (0.82 - 0.95)	Synonymous exp: 238.0, obs: 232, Z = 0.31, o/e = 0.97 (0.88 - 1.09)
